"brainregion","disease","count"
"Structure of limitans nucleus","Prion Diseases","29622"
"Structure of limitans nucleus","Obsessive-Compulsive Disorder","29623"
"Structure of limitans nucleus","Pelizaeus-Merzbacher Disease","29624"
"Structure of limitans nucleus","Movement Disorders","29625"
"Structure of limitans nucleus","Klinefelter Syndrome","29626"
"Structure of limitans nucleus","Virus Diseases","29627"
"Structure of limitans nucleus","Psychotic Disorders","29628"
"Structure of limitans nucleus","Idiopathic Hypereosinophilic Syndrome","29629"
"Structure of limitans nucleus","Niemann-Pick disease, type C2","29630"
"Structure of limitans nucleus","Shy-Drager Syndrome","29631"
"Structure of limitans nucleus","Bardet-Biedl Syndrome","29632"
"Structure of limitans nucleus","Angelman Syndrome","29633"
"Structure of limitans nucleus","Lung diseases","29634"
"Structure of limitans nucleus","Fetal Alcohol Syndrome","29635"
"Structure of limitans nucleus","Neuromuscular Diseases","29636"
"Structure of limitans nucleus","Lafora Disease","29637"
"Structure of limitans nucleus","22q13.3 Deletion Syndrome","29638"
"Structure of limitans nucleus","Diseases of inner ear","29639"
"Structure of limitans nucleus","Mucocutaneous Lymph Node Syndrome","29640"
"Structure of limitans nucleus","Hamartoma Syndrome, Multiple","29641"
"Structure of limitans nucleus","CNS disorder","29642"
"Structure of limitans nucleus","Mild cognitive disorder","29643"
"Structure of limitans nucleus","Mitochondrial Diseases","29644"
"Structure of limitans nucleus","Pancreatic Diseases","29645"
"Structure of limitans nucleus","Van der Woude syndrome","29646"
"Structure of limitans nucleus","Rabies (disorder)","29647"
"Structure of limitans nucleus","DISORDERS OF THE OPTIC NERVE","29648"
"Structure of limitans nucleus","Rubinstein-Taybi Syndrome","29649"
"Structure of limitans nucleus","Dyskinetic syndrome","29650"
"Structure of limitans nucleus","Attention Deficit Disorder","29651"
"Structure of limitans nucleus","Creutzfeldt-Jakob disease","29652"
"Structure of limitans nucleus","Sensitization (disorder)","29653"
"Structure of limitans nucleus","Cohen syndrome","29654"
"Structure of limitans nucleus","Lesch-Nyhan Syndrome","29655"
"Structure of limitans nucleus","Disorder of pineal gland","29656"
"Structure of limitans nucleus","Rare Diseases","29657"
"Structure of limitans nucleus","Syndrome, Bloch-Sulzberger","29658"
"Structure of limitans nucleus","Thyroid Diseases","29659"
"Structure of limitans nucleus","Menkes Kinky Hair Syndrome","29660"
"Structure of limitans nucleus","Language Disorders","29661"
"Structure of limitans nucleus","Hashimoto Disease","29662"
"Structure of limitans nucleus","Degenerative disorder","29663"
"Structure of limitans nucleus","Chorea Acanthocytosis Syndrome","29664"
"Structure of limitans nucleus","Gerstmann-Straussler-Scheinker Disease","29665"
"Structure of limitans nucleus","Lens Diseases","29666"
"Structure of limitans nucleus","Skin endocrine disorder","29667"
"Structure of limitans nucleus","Metabolic Syndrome X","29668"
"Structure of limitans nucleus","Mobius Syndrome","29669"
"Structure of limitans nucleus","Metabolic Diseases","29670"
"Structure of limitans nucleus","Timothy syndrome","29671"
"Structure of limitans nucleus","Zika virus disease (disorder)","29672"
"Structure of limitans nucleus","Stress Disorders, Traumatic","29673"
"Structure of limitans nucleus","Hypertensive disease","29674"
"Structure of limitans nucleus","Shprintzen syndrome","29675"
"Structure of limitans nucleus","Nail-Patella Syndrome","29676"
"Structure of limitans nucleus","Norrie disease","29677"
"Structure of limitans nucleus","Testicular Diseases","29678"
"Structure of limitans nucleus","Alexander Disease","29679"
"Structure of limitans nucleus","Noonan Syndrome","29680"
"Structure of limitans nucleus","Nijmegen Breakage Syndrome","29681"
"Structure of limitans nucleus","DiGeorge Syndrome","29682"
"Structure of limitans nucleus","Canavan Disease","29683"
"Structure of limitans nucleus","Zellweger Syndrome","29684"
"Structure of limitans nucleus","Speech Disorders","29685"
"Structure of limitans nucleus","Opitz-Frias syndrome","29686"
"Structure of limitans nucleus","Anxiety Disorders","29687"
"Structure of limitans nucleus","Cerebellar Diseases","29688"
"Structure of limitans nucleus","Sandhoff Disease","29689"
"Structure of limitans nucleus","Pick Disease of the Brain","29690"
"Structure of limitans nucleus","Allan-Herndon-Dudley syndrome","29691"
"Structure of limitans nucleus","Neoplastic disease","29692"
"Structure of limitans nucleus","Glycogen storage disease type II","29693"
"Structure of limitans nucleus","other psychiatric disorders","29694"
"Structure of limitans nucleus","Colonic Diseases","29695"
"Structure of limitans nucleus","Developmental reading disorder","29696"
"Structure of limitans nucleus","Cockayne Syndrome","29697"
"Structure of limitans nucleus","Fabry Disease","29698"
"Structure of limitans nucleus","Seasonal Affective Disorder","29699"
"Structure of limitans nucleus","Acute infectious disease","29700"
"Structure of limitans nucleus","Inflammatory Bowel Diseases","29701"
"Structure of limitans nucleus","CHARGE Syndrome","29702"
"Structure of limitans nucleus","Panic Disorder","29703"
"Structure of limitans nucleus","Gardner Syndrome","29704"
"Structure of limitans nucleus","Mowat-Wilson syndrome","29705"
"Structure of limitans nucleus","Bone Diseases","29706"
"Structure of limitans nucleus","Usher Syndrome","29707"
"Structure of limitans nucleus","Meningeal disorder","29708"
"Structure of limitans nucleus","Congenital Disorders","29709"
"Structure of limitans nucleus","Autoimmune Diseases","29710"
"Structure of limitans nucleus","Niemann-Pick Diseases","29711"
"Structure of limitans nucleus","Mirror movements (disorder)","29712"
"Structure of limitans nucleus","Stereotypic Movement Disorder","29713"
"Structure of limitans nucleus","Hallervorden-Spatz Syndrome","29714"
"Structure of limitans nucleus","Sensorineural hearing loss (disorder)","29715"
"Structure of limitans nucleus","Uterine Diseases","29716"
"Structure of limitans nucleus","Hereditary Neurodegenerative Disorder","29717"
"Structure of limitans nucleus","Leigh Disease","29718"
"Structure of limitans nucleus","Demyelinating Diseases","29719"
"Structure of limitans nucleus","Marfan Syndrome","29720"
"Structure of limitans nucleus","22q11 Deletion Syndrome","29721"
"Structure of limitans nucleus","Chimera (disorder)","29722"
"Structure of limitans nucleus","Idiopathic disease","29723"
"Structure of limitans nucleus","Premature aging syndrome","29724"
"Structure of limitans nucleus","Chronic Fatigue Syndrome","29725"
"Structure of limitans nucleus","Cornelia De Lange Syndrome","29726"
"Structure of limitans nucleus","Camurati-Engelmann Syndrome","29727"
"Structure of limitans nucleus","Oculorespiratory syndrome","29728"
"Structure of limitans nucleus","Substance Use Disorders","29729"
"Structure of limitans nucleus","Nose Diseases","29730"
"Structure of limitans nucleus","Memory Disorders","29731"
"Structure of limitans nucleus","Cardiovascular Diseases","29732"
"Structure of limitans nucleus","Arterial Tortuosity Syndrome","29733"
"Structure of limitans nucleus","Andersen Syndrome","29734"
"Structure of limitans nucleus","Lubs X-linked mental retardation syndrome","29735"
"Structure of limitans nucleus","Fragile X Tremor Ataxia Syndrome","29736"
"Structure of limitans nucleus","Idiopathic pneumonia syndrome","29737"
"Structure of limitans nucleus","Creutzfeldt-Jakob Disease, Sporadic","29738"
"Structure of limitans nucleus","Fetal Alcohol Spectrum Disorders","29739"
"Structure of limitans nucleus","Coffin-Siris syndrome","29740"
"Structure of limitans nucleus","Congenital chromosomal disease","29741"
"Structure of limitans nucleus","Tic disorder","29742"
"Structure of limitans nucleus","Olmsted syndrome","29743"
"Structure of limitans nucleus","Recurrent disease","29744"
"Structure of limitans nucleus","Nicolaides Baraitser syndrome","29745"
"Structure of limitans nucleus","Mannosidase Deficiency Diseases","29746"
"Structure of limitans nucleus","Tay-Sachs Disease","29747"
"Structure of limitans nucleus","Lennox-Gastaut syndrome","29748"
"Structure of limitans nucleus","Cerebrovascular Disorders","29749"
"Structure of limitans nucleus","Behavior Disorders","29750"
"Structure of limitans nucleus","Kartagener Syndrome","29751"
"Structure of limitans nucleus","Prostatic Diseases","29752"
"Structure of limitans nucleus","Restless Legs Syndrome","29753"
"Structure of limitans nucleus","Muckle-Wells Syndrome","29754"
"Structure of limitans nucleus","Schizotypal Personality Disorder","29755"
"Structure of limitans nucleus","Tangier Disease","29756"
"Structure of limitans nucleus","Pyruvate Dehydrogenase Complex Deficiency Disease","29757"
"Structure of limitans nucleus","Bilateral cataracts (disorder)","29758"
"Structure of limitans nucleus","Stiff-Person Syndrome","29759"
"Structure of limitans nucleus","Renal glomerular disease","29760"
"Structure of limitans nucleus","Speech and language disorder","29761"
"Structure of Forel's H2 bundle","Pervasive Development Disorder","29762"
"Structure of Forel's H2 bundle","Autism Spectrum Disorders","29763"
"Structure of Forel's H2 bundle","Neurodevelopmental disorder","29764"
"Structure of Forel's H2 bundle","Disorders, Mental","29765"
"Structure of Forel's H2 bundle","Rett Syndrome","29766"
"Structure of Forel's H2 bundle","Bipolar Disorder","29767"
"Structure of Forel's H2 bundle","Fragile X Syndrome","29768"
"Structure of Forel's H2 bundle","Hereditary Diseases","29769"
"Structure of Forel's H2 bundle","Feline urological syndrome","29770"
"Structure of Forel's H2 bundle","neuropathology disease","29771"
"Structure of Forel's H2 bundle","Ataxia as late effect of cerebrovascular disease","29772"
"Structure of Forel's H2 bundle","Brain Diseases","29773"
"Structure of Forel's H2 bundle","Developmental delay (disorder)","29774"
"Structure of Forel's H2 bundle","Major Depressive Disorder","29775"
"Structure of Forel's H2 bundle","Kallmann Syndrome","29776"
"Structure of Forel's H2 bundle","Motor Neuron Disease","29777"
"Structure of Forel's H2 bundle","Attention deficit hyperactivity disorder","29778"
"Structure of Forel's H2 bundle","Lysosomal Storage Diseases","29779"
"Structure of Forel's H2 bundle","Williams Syndrome","29780"
"Structure of Forel's H2 bundle","Niemann-Pick Disease, Type C","29781"
"Structure of Forel's H2 bundle","Dystonia Disorders","29782"
"Structure of Forel's H2 bundle","Familial Alzheimer Disease (FAD)","29783"
"Structure of Forel's H2 bundle","Prader-Willi Syndrome","29784"
"Structure of Forel's H2 bundle","Machado-Joseph Disease","29785"
"Structure of Forel's H2 bundle","Cognition Disorders","29786"
"Structure of Forel's H2 bundle","Mood Disorders","29787"
"Structure of Forel's H2 bundle","Migraine Disorders","29788"
"Structure of Forel's H2 bundle","Gaucher Disease","29789"
"Structure of Forel's H2 bundle","Communicable Diseases","29790"
"Structure of Forel's H2 bundle","Prion Diseases","29791"
"Structure of Forel's H2 bundle","Obsessive-Compulsive Disorder","29792"
"Structure of Forel's H2 bundle","Pelizaeus-Merzbacher Disease","29793"
"Structure of Forel's H2 bundle","Movement Disorders","29794"
"Structure of Forel's H2 bundle","Klinefelter Syndrome","29795"
"Structure of Forel's H2 bundle","Virus Diseases","29796"
"Structure of Forel's H2 bundle","Psychotic Disorders","29797"
"Structure of Forel's H2 bundle","Idiopathic Hypereosinophilic Syndrome","29798"
"Structure of Forel's H2 bundle","Niemann-Pick disease, type C2","29799"
"Structure of Forel's H2 bundle","Shy-Drager Syndrome","29800"
"Structure of Forel's H2 bundle","Bardet-Biedl Syndrome","29801"
"Structure of Forel's H2 bundle","Angelman Syndrome","29802"
"Structure of Forel's H2 bundle","Lung diseases","29803"
"Structure of Forel's H2 bundle","Fetal Alcohol Syndrome","29804"
"Structure of Forel's H2 bundle","Neuromuscular Diseases","29805"
"Structure of Forel's H2 bundle","Lafora Disease","29806"
"Structure of Forel's H2 bundle","22q13.3 Deletion Syndrome","29807"
"Structure of Forel's H2 bundle","Diseases of inner ear","29808"
"Structure of Forel's H2 bundle","Mucocutaneous Lymph Node Syndrome","29809"
"Structure of Forel's H2 bundle","Hamartoma Syndrome, Multiple","29810"
"Structure of Forel's H2 bundle","CNS disorder","29811"
"Structure of Forel's H2 bundle","Mild cognitive disorder","29812"
"Structure of Forel's H2 bundle","Mitochondrial Diseases","29813"
"Structure of Forel's H2 bundle","Pancreatic Diseases","29814"
"Structure of Forel's H2 bundle","Van der Woude syndrome","29815"
"Structure of Forel's H2 bundle","Rabies (disorder)","29816"
"Structure of Forel's H2 bundle","Rubinstein-Taybi Syndrome","29817"
"Structure of Forel's H2 bundle","Dyskinetic syndrome","29818"
"Structure of Forel's H2 bundle","Attention Deficit Disorder","29819"
"Structure of Forel's H2 bundle","Creutzfeldt-Jakob disease","29820"
"Structure of Forel's H2 bundle","Lesch-Nyhan Syndrome","29821"
"Structure of Forel's H2 bundle","Rare Diseases","29822"
"Structure of Forel's H2 bundle","Syndrome, Bloch-Sulzberger","29823"
"Structure of Forel's H2 bundle","Thyroid Diseases","29824"
"Structure of Forel's H2 bundle","Menkes Kinky Hair Syndrome","29825"
"Structure of Forel's H2 bundle","Language Disorders","29826"
"Structure of Forel's H2 bundle","Hashimoto Disease","29827"
"Structure of Forel's H2 bundle","Degenerative disorder","29828"
"Structure of Forel's H2 bundle","Chorea Acanthocytosis Syndrome","29829"
"Structure of Forel's H2 bundle","Gerstmann-Straussler-Scheinker Disease","29830"
"Structure of Forel's H2 bundle","Metabolic Syndrome X","29831"
"Structure of Forel's H2 bundle","Mobius Syndrome","29832"
"Structure of Forel's H2 bundle","Metabolic Diseases","29833"
"Structure of Forel's H2 bundle","Zika virus disease (disorder)","29834"
"Structure of Forel's H2 bundle","Stress Disorders, Traumatic","29835"
"Structure of Forel's H2 bundle","Shprintzen syndrome","29836"
"Structure of Forel's H2 bundle","Nail-Patella Syndrome","29837"
"Structure of Forel's H2 bundle","Norrie disease","29838"
"Structure of Forel's H2 bundle","Testicular Diseases","29839"
"Structure of Forel's H2 bundle","Alexander Disease","29840"
"Structure of Forel's H2 bundle","Noonan Syndrome","29841"
"Structure of Forel's H2 bundle","Nijmegen Breakage Syndrome","29842"
"Structure of Forel's H2 bundle","DiGeorge Syndrome","29843"
"Structure of Forel's H2 bundle","Canavan Disease","29844"
"Structure of Forel's H2 bundle","Zellweger Syndrome","29845"
"Structure of Forel's H2 bundle","Speech Disorders","29846"
"Structure of Forel's H2 bundle","Opitz-Frias syndrome","29847"
"Structure of Forel's H2 bundle","Anxiety Disorders","29848"
"Structure of Forel's H2 bundle","Cerebellar Diseases","29849"
"Structure of Forel's H2 bundle","Sandhoff Disease","29850"
"Structure of Forel's H2 bundle","Pick Disease of the Brain","29851"
"Structure of Forel's H2 bundle","Allan-Herndon-Dudley syndrome","29852"
"Structure of Forel's H2 bundle","Glycogen storage disease type II","29853"
"Structure of Forel's H2 bundle","other psychiatric disorders","29854"
"Structure of Forel's H2 bundle","Colonic Diseases","29855"
"Structure of Forel's H2 bundle","Developmental reading disorder","29856"
"Structure of Forel's H2 bundle","Cockayne Syndrome","29857"
"Structure of Forel's H2 bundle","Fabry Disease","29858"
"Structure of Forel's H2 bundle","Seasonal Affective Disorder","29859"
"Structure of Forel's H2 bundle","Acute infectious disease","29860"
"Structure of Forel's H2 bundle","Inflammatory Bowel Diseases","29861"
"Structure of Forel's H2 bundle","CHARGE Syndrome","29862"
"Structure of Forel's H2 bundle","Panic Disorder","29863"
"Structure of Forel's H2 bundle","Gardner Syndrome","29864"
"Structure of Forel's H2 bundle","Mowat-Wilson syndrome","29865"
"Structure of Forel's H2 bundle","Bone Diseases","29866"
"Structure of Forel's H2 bundle","Usher Syndrome","29867"
"Structure of Forel's H2 bundle","Meningeal disorder","29868"
"Structure of Forel's H2 bundle","Congenital Disorders","29869"
"Structure of Forel's H2 bundle","Autoimmune Diseases","29870"
"Structure of Forel's H2 bundle","Niemann-Pick Diseases","29871"
"Structure of Forel's H2 bundle","Mirror movements (disorder)","29872"
"Structure of Forel's H2 bundle","Stereotypic Movement Disorder","29873"
"Structure of Forel's H2 bundle","Hallervorden-Spatz Syndrome","29874"
"Structure of Forel's H2 bundle","Sensorineural hearing loss (disorder)","29875"
"Structure of Forel's H2 bundle","Uterine Diseases","29876"
"Structure of Forel's H2 bundle","Hereditary Neurodegenerative Disorder","29877"
"Structure of Forel's H2 bundle","Demyelinating Diseases","29878"
"Structure of Forel's H2 bundle","Marfan Syndrome","29879"
"Structure of Forel's H2 bundle","22q11 Deletion Syndrome","29880"
"Structure of Forel's H2 bundle","Chimera (disorder)","29881"
"Structure of Forel's H2 bundle","Idiopathic disease","29882"
"Structure of Forel's H2 bundle","Premature aging syndrome","29883"
"Structure of Forel's H2 bundle","Chronic Fatigue Syndrome","29884"
"Structure of Forel's H2 bundle","Cornelia De Lange Syndrome","29885"
"Structure of Forel's H2 bundle","Camurati-Engelmann Syndrome","29886"
"Structure of Forel's H2 bundle","Oculorespiratory syndrome","29887"
"Structure of Forel's H2 bundle","Substance Use Disorders","29888"
"Structure of Forel's H2 bundle","Nose Diseases","29889"
"Structure of Forel's H2 bundle","Memory Disorders","29890"
"Structure of Forel's H2 bundle","Cardiovascular Diseases","29891"
"Structure of Forel's H2 bundle","Arterial Tortuosity Syndrome","29892"
"Structure of Forel's H2 bundle","Andersen Syndrome","29893"
"Structure of Forel's H2 bundle","Lubs X-linked mental retardation syndrome","29894"
"Structure of Forel's H2 bundle","Fragile X Tremor Ataxia Syndrome","29895"
"Structure of Forel's H2 bundle","Idiopathic pneumonia syndrome","29896"
"Structure of Forel's H2 bundle","Creutzfeldt-Jakob Disease, Sporadic","29897"
"Structure of Forel's H2 bundle","Fetal Alcohol Spectrum Disorders","29898"
"Structure of Forel's H2 bundle","Coffin-Siris syndrome","29899"
"Structure of Forel's H2 bundle","Congenital chromosomal disease","29900"
"Structure of Forel's H2 bundle","Tic disorder","29901"
"Structure of Forel's H2 bundle","Olmsted syndrome","29902"
"Structure of Forel's H2 bundle","Recurrent disease","29903"
"Structure of Forel's H2 bundle","Nicolaides Baraitser syndrome","29904"
"Structure of Forel's H2 bundle","Mannosidase Deficiency Diseases","29905"
"Structure of Forel's H2 bundle","Tay-Sachs Disease","29906"
"Structure of Forel's H2 bundle","Lennox-Gastaut syndrome","29907"
"Structure of Forel's H2 bundle","Cerebrovascular Disorders","29908"
"Structure of Forel's H2 bundle","Behavior Disorders","29909"
"Structure of Forel's H2 bundle","Kartagener Syndrome","29910"
"Structure of Forel's H2 bundle","Prostatic Diseases","29911"
"Structure of Forel's H2 bundle","Restless Legs Syndrome","29912"
"Structure of Forel's H2 bundle","Muckle-Wells Syndrome","29913"
"Structure of Forel's H2 bundle","Schizotypal Personality Disorder","29914"
"Structure of Forel's H2 bundle","Tangier Disease","29915"
"Structure of Forel's H2 bundle","Pyruvate Dehydrogenase Complex Deficiency Disease","29916"
"Structure of Forel's H2 bundle","Bilateral cataracts (disorder)","29917"
"Structure of Forel's H2 bundle","Stiff-Person Syndrome","29918"
"Structure of Forel's H2 bundle","Renal glomerular disease","29919"
"Structure of Forel's H2 bundle","Speech and language disorder","29920"
"Structure of thalamic fasciculus","Alzheimer's Disease","29921"
"Structure of thalamic fasciculus","Pervasive Development Disorder","29922"
"Structure of thalamic fasciculus","Autism Spectrum Disorders","29923"
"Structure of thalamic fasciculus","Functional disorder","29924"
"Structure of thalamic fasciculus","Autistic Disorder","29925"
"Structure of thalamic fasciculus","cortex bone disorders","29926"
"Structure of thalamic fasciculus","Neurodevelopmental disorder","29927"
"Structure of thalamic fasciculus","Huntington Disease","29928"
"Structure of thalamic fasciculus","Syndrome","29929"
"Structure of thalamic fasciculus","Disorder nervous system","29930"
"Structure of thalamic fasciculus","Disorders, Mental","29931"
"Structure of thalamic fasciculus","Rett Syndrome","29932"
"Structure of thalamic fasciculus","Spinal Cord Diseases","29933"
"Structure of thalamic fasciculus","Bipolar Disorder","29934"
"Structure of thalamic fasciculus","Depressive disorder","29935"
"Structure of thalamic fasciculus","Down Syndrome","29936"
"Structure of thalamic fasciculus","Disease Progression","29937"
"Structure of thalamic fasciculus","Neurotoxicity Syndromes","29938"
"Structure of thalamic fasciculus","Liver diseases","29939"
"Structure of thalamic fasciculus","Fragile X Syndrome","29940"
"Structure of thalamic fasciculus","Parkinsonian Disorders","29941"
"Structure of thalamic fasciculus","Hereditary Diseases","29942"
"Structure of thalamic fasciculus","Feline urological syndrome","29943"
"Structure of thalamic fasciculus","neuropathology disease","29944"
"Structure of thalamic fasciculus","Ataxia as late effect of cerebrovascular disease","29945"
"Structure of thalamic fasciculus","Brain Diseases","29946"
"Structure of thalamic fasciculus","Developmental delay (disorder)","29947"
"Structure of thalamic fasciculus","Major Depressive Disorder","29948"
"Structure of thalamic fasciculus","Kallmann Syndrome","29949"
"Structure of thalamic fasciculus","Motor Neuron Disease","29950"
"Structure of thalamic fasciculus","Attention deficit hyperactivity disorder","29951"
"Structure of thalamic fasciculus","Pituitary Diseases","29952"
"Structure of thalamic fasciculus","Lysosomal Storage Diseases","29953"
"Structure of thalamic fasciculus","Williams Syndrome","29954"
"Structure of thalamic fasciculus","Niemann-Pick Disease, Type C","29955"
"Structure of thalamic fasciculus","Dystonia Disorders","29956"
"Structure of thalamic fasciculus","Familial Alzheimer Disease (FAD)","29957"
"Structure of thalamic fasciculus","Prader-Willi Syndrome","29958"
"Structure of thalamic fasciculus","Machado-Joseph Disease","29959"
"Structure of thalamic fasciculus","Gilles de la Tourette syndrome","29960"
"Structure of thalamic fasciculus","Cognition Disorders","29961"
"Structure of thalamic fasciculus","Mood Disorders","29962"
"Structure of thalamic fasciculus","Migraine Disorders","29963"
"Structure of thalamic fasciculus","Gaucher Disease","29964"
"Structure of thalamic fasciculus","Prion Diseases","29965"
"Structure of thalamic fasciculus","Obsessive-Compulsive Disorder","29966"
"Structure of thalamic fasciculus","Pelizaeus-Merzbacher Disease","29967"
"Structure of thalamic fasciculus","Movement Disorders","29968"
"Structure of thalamic fasciculus","Klinefelter Syndrome","29969"
"Structure of thalamic fasciculus","Virus Diseases","29970"
"Structure of thalamic fasciculus","Psychotic Disorders","29971"
"Structure of thalamic fasciculus","Idiopathic Hypereosinophilic Syndrome","29972"
"Structure of thalamic fasciculus","Niemann-Pick disease, type C2","29973"
"Structure of thalamic fasciculus","Shy-Drager Syndrome","29974"
"Structure of thalamic fasciculus","Bardet-Biedl Syndrome","29975"
"Structure of thalamic fasciculus","Angelman Syndrome","29976"
"Structure of thalamic fasciculus","Lung diseases","29977"
"Structure of thalamic fasciculus","Fetal Alcohol Syndrome","29978"
"Structure of thalamic fasciculus","Neuromuscular Diseases","29979"
"Structure of thalamic fasciculus","Lafora Disease","29980"
"Structure of thalamic fasciculus","22q13.3 Deletion Syndrome","29981"
"Structure of thalamic fasciculus","Diseases of inner ear","29982"
"Structure of thalamic fasciculus","Mucocutaneous Lymph Node Syndrome","29983"
"Structure of thalamic fasciculus","Hamartoma Syndrome, Multiple","29984"
"Structure of thalamic fasciculus","CNS disorder","29985"
"Structure of thalamic fasciculus","Mild cognitive disorder","29986"
"Structure of thalamic fasciculus","Mitochondrial Diseases","29987"
"Structure of thalamic fasciculus","Pancreatic Diseases","29988"
"Structure of thalamic fasciculus","Van der Woude syndrome","29989"
"Structure of thalamic fasciculus","Rabies (disorder)","29990"
"Structure of thalamic fasciculus","DISORDERS OF THE OPTIC NERVE","29991"
"Structure of thalamic fasciculus","Rubinstein-Taybi Syndrome","29992"
"Structure of thalamic fasciculus","Dyskinetic syndrome","29993"
"Structure of thalamic fasciculus","Attention Deficit Disorder","29994"
"Structure of thalamic fasciculus","Creutzfeldt-Jakob disease","29995"
"Structure of thalamic fasciculus","Sensitization (disorder)","29996"
"Structure of thalamic fasciculus","Cohen syndrome","29997"
"Structure of thalamic fasciculus","Lesch-Nyhan Syndrome","29998"
"Structure of thalamic fasciculus","Disorder of pineal gland","29999"
"Structure of thalamic fasciculus","Rare Diseases","30000"
"Structure of thalamic fasciculus","Syndrome, Bloch-Sulzberger","30001"
"Structure of thalamic fasciculus","Thyroid Diseases","30002"
"Structure of thalamic fasciculus","Menkes Kinky Hair Syndrome","30003"
"Structure of thalamic fasciculus","Language Disorders","30004"
"Structure of thalamic fasciculus","Hashimoto Disease","30005"
"Structure of thalamic fasciculus","Degenerative disorder","30006"
"Structure of thalamic fasciculus","Chorea Acanthocytosis Syndrome","30007"
"Structure of thalamic fasciculus","Gerstmann-Straussler-Scheinker Disease","30008"
"Structure of thalamic fasciculus","Lens Diseases","30009"
"Structure of thalamic fasciculus","Skin endocrine disorder","30010"
"Structure of thalamic fasciculus","Metabolic Syndrome X","30011"
"Structure of thalamic fasciculus","Mobius Syndrome","30012"
"Structure of thalamic fasciculus","Metabolic Diseases","30013"
"Structure of thalamic fasciculus","Timothy syndrome","30014"
"Structure of thalamic fasciculus","Zika virus disease (disorder)","30015"
"Structure of thalamic fasciculus","Stress Disorders, Traumatic","30016"
"Structure of thalamic fasciculus","Hypertensive disease","30017"
"Structure of thalamic fasciculus","Shprintzen syndrome","30018"
"Structure of thalamic fasciculus","Nail-Patella Syndrome","30019"
"Structure of thalamic fasciculus","Norrie disease","30020"
"Structure of thalamic fasciculus","Testicular Diseases","30021"
"Structure of thalamic fasciculus","Alexander Disease","30022"
"Structure of thalamic fasciculus","Noonan Syndrome","30023"
"Structure of thalamic fasciculus","Nijmegen Breakage Syndrome","30024"
"Structure of thalamic fasciculus","DiGeorge Syndrome","30025"
"Structure of thalamic fasciculus","Canavan Disease","30026"
"Structure of thalamic fasciculus","Zellweger Syndrome","30027"
"Structure of thalamic fasciculus","Speech Disorders","30028"
"Structure of thalamic fasciculus","Opitz-Frias syndrome","30029"
"Structure of thalamic fasciculus","Anxiety Disorders","30030"
"Structure of thalamic fasciculus","Cerebellar Diseases","30031"
"Structure of thalamic fasciculus","Sandhoff Disease","30032"
"Structure of thalamic fasciculus","Pick Disease of the Brain","30033"
"Structure of thalamic fasciculus","Allan-Herndon-Dudley syndrome","30034"
"Structure of thalamic fasciculus","Neoplastic disease","30035"
"Structure of thalamic fasciculus","Glycogen storage disease type II","30036"
"Structure of thalamic fasciculus","other psychiatric disorders","30037"
"Structure of thalamic fasciculus","Colonic Diseases","30038"
"Structure of thalamic fasciculus","Developmental reading disorder","30039"
"Structure of thalamic fasciculus","Cockayne Syndrome","30040"
"Structure of thalamic fasciculus","Fabry Disease","30041"
"Structure of thalamic fasciculus","Seasonal Affective Disorder","30042"
"Structure of thalamic fasciculus","Acute infectious disease","30043"
"Structure of thalamic fasciculus","Inflammatory Bowel Diseases","30044"
"Structure of thalamic fasciculus","CHARGE Syndrome","30045"
"Structure of thalamic fasciculus","Panic Disorder","30046"
"Structure of thalamic fasciculus","Gardner Syndrome","30047"
"Structure of thalamic fasciculus","Mowat-Wilson syndrome","30048"
"Structure of thalamic fasciculus","Bone Diseases","30049"
"Structure of thalamic fasciculus","Usher Syndrome","30050"
"Structure of thalamic fasciculus","Meningeal disorder","30051"
"Structure of thalamic fasciculus","Congenital Disorders","30052"
"Structure of thalamic fasciculus","Autoimmune Diseases","30053"
"Structure of thalamic fasciculus","Niemann-Pick Diseases","30054"
"Structure of thalamic fasciculus","Mirror movements (disorder)","30055"
"Structure of thalamic fasciculus","Stereotypic Movement Disorder","30056"
"Structure of thalamic fasciculus","Hallervorden-Spatz Syndrome","30057"
"Structure of thalamic fasciculus","Sensorineural hearing loss (disorder)","30058"
"Structure of thalamic fasciculus","Uterine Diseases","30059"
"Structure of thalamic fasciculus","Hereditary Neurodegenerative Disorder","30060"
"Structure of thalamic fasciculus","Leigh Disease","30061"
"Structure of thalamic fasciculus","Demyelinating Diseases","30062"
"Structure of thalamic fasciculus","Marfan Syndrome","30063"
"Structure of thalamic fasciculus","22q11 Deletion Syndrome","30064"
"Structure of thalamic fasciculus","Chimera (disorder)","30065"
"Structure of thalamic fasciculus","Idiopathic disease","30066"
"Structure of thalamic fasciculus","Premature aging syndrome","30067"
"Structure of thalamic fasciculus","Chronic Fatigue Syndrome","30068"
"Structure of thalamic fasciculus","Cornelia De Lange Syndrome","30069"
"Structure of thalamic fasciculus","Camurati-Engelmann Syndrome","30070"
"Structure of thalamic fasciculus","Oculorespiratory syndrome","30071"
"Structure of thalamic fasciculus","Substance Use Disorders","30072"
"Structure of thalamic fasciculus","Nose Diseases","30073"
"Structure of thalamic fasciculus","Memory Disorders","30074"
"Structure of thalamic fasciculus","Cardiovascular Diseases","30075"
"Structure of thalamic fasciculus","Arterial Tortuosity Syndrome","30076"
"Structure of thalamic fasciculus","Andersen Syndrome","30077"
