concept,disease,appearTimes,conceptClass
Success,Lens Diseases,2,MentalP
Behavior,Pleural Diseases,2,MentalP
Psychological suppression,Psychotic Disorders,2,MentalP
Delusions,Delusions in Alzheimer's disease,2,MentalP
Projection Defense Mechanism,Thyroid Diseases,2,MentalP
Memory,Cerebrovascular Disorders,2,MentalP
Comprehension,Severe Acute Respiratory Syndrome,2,MentalP
Victim of abuse (finding),Norrie disease,2,MentalP
Memory impairment,Huntington Disease,2,MentalP
Chronic pain,Autoimmune Diseases,2,MentalP
Sex Behavior,Immune System Diseases,2,MentalP
Abnormal behavior,Cognition Disorders,2,MentalP
Behavior, Adaptive,Depressive disorder,2,MentalP
Paralysed,Movement Disorders,2,MentalP
Factors, Risk,Memory Disorders,2,MentalP
Like,Norrie disease,2,MentalP
Tremor,Behavioral syndrome associated with physiological disturbance and physical factors,2,MentalP
Repetitious behavior,Syndrome,2,MentalP
Feeling content,Hypertensive disease,2,MentalP
Deglutition,Oropharyngeal disorders,2,MentalP
Hope,Retinal Diseases,2,MentalP
Autistic Disorder,Antisocial Personality Disorder,2,MentalP
Impaired cognition,Language Disorders,2,MentalP
Experience,Dystonia Disorders,2,MentalP
Alcohol consumption,Cognition Disorders,2,MentalP
Intrinsic drive,Skin endocrine disorder,2,MentalP
Memory impairment,Psychotic Disorders,2,MentalP
Mental Retardation,Cognition Disorders,2,MentalP
Desire for food,Spinal Cord Diseases,2,MentalP
Involvement with,Disease of capillaries,2,MentalP
Feeding regime,Alzheimer's Disease,2,MentalP
Mental association,Virus Diseases,2,MentalP
Dissociative disorder,Dissociative disorder,2,MentalP
Memory impairment,Memory Disorders,2,MentalP
Verbal impairment,cortex bone disorders,2,MentalP
Intrinsic drive,Williams Syndrome,2,MentalP
Gilles de la Tourette syndrome,Alzheimer's Disease,2,MentalP
Psychological suppression,Congenital secretory diarrhea, sodium type (disorder),2,MentalP
Cognition,Alcohol use disorder,2,MentalP
Loss of interest,Disorders, Mental,2,MentalP
Withdrawal,Drug withdrawal syndrome,2,MentalP
Insight,Autoimmune Diseases,2,MentalP
Social Behavior,Brain Diseases,2,MentalP
Depressive Symptoms,Seasonal Affective Disorder,2,MentalP
Fatigue,Clinically isolated syndrome,2,MentalP
Bradykinesia,Syndrome,2,MentalP
Perception,Attention deficit hyperactivity disorder,2,MentalP
Dreams,Sensitization (disorder),2,MentalP
Attack behavior,Meningeal disorder,2,MentalP
Mental association,Lung diseases,2,MentalP
Postoperative confusion,Disease Progression,2,MentalP
Mental Processes,Autistic Disorder,2,MentalP
Swimming,Van der Woude syndrome,2,MentalP
Nervousness,Virus Diseases,2,MentalP
Depressed mood,Mild cognitive disorder,2,MentalP
Indifferent mood,Motor Neuron Disease,2,MentalP
Gestures,cortex bone disorders,2,MentalP
biological adaptation to stress,Recurrent disease,2,MentalP
Prepuberty,Neurotoxicity Syndromes,2,MentalP
Methamphetamine,Burnett Schwartz Berberian syndrome,2,MentalP
Indifferent mood,Lewy Body Disease,2,MentalP
Mental Retardation,Sensorineural hearing loss (disorder),2,MentalP
Behavioral Symptoms,Neurotoxicity Syndromes,2,MentalP
Feedback - evaluative response process,Movement Disorders,2,MentalP
Cognitive information processing,Huntington Disease,2,MentalP
Thirst,Pituitary Diseases,2,MentalP
Psychological inhibition,Adult Fanconi syndrome,2,MentalP
Memory,Iodine deficiency syndrome,2,MentalP
Abnormal behavior,Metabolic Diseases,2,MentalP
Swimming,Major Depressive Disorder,2,MentalP
Imagery,Saethre-Chotzen Syndrome,2,MentalP
Aversion (finding),Hamartoma Syndrome, Multiple,2,MentalP
Memory,Papillon-Lefevre Disease,2,MentalP
Factors, Risk,Obsessive-Compulsive Disorder,2,MentalP
Memory,Melkersson-Rosenthal Syndrome,2,MentalP
Seizures,Communicable Diseases,2,MentalP
Pain Threshold,Corneal Diseases,2,MentalP
Communication Response,Mohr-Tranebjaerg syndrome,2,MentalP
Tinnitus,Anxiety Disorders,2,MentalP
Visual Acuity,cortex bone disorders,2,MentalP
Social Role,Headache Disorders,2,MentalP
Memory,Mucocutaneous Lymph Node Syndrome,2,MentalP
Psychological Transfer,Melkersson-Rosenthal Syndrome,2,MentalP
Feedback - system communication,Major Depressive Disorder,2,MentalP
Body Weight,Bipolar Disorder,2,MentalP
Factors, Risk,Inflammatory Bowel Diseases,2,MentalP
Mental association,Shwachman syndrome,2,MentalP
Decision Making,Attention deficit hyperactivity disorder,2,MentalP
Heroin,Depressive disorder,2,MentalP
Psychological Transfer,Seasonal Affective Disorder,2,MentalP
Imagery,cortex bone disorders,2,MentalP
Aggressive behavior,Behavioral syndrome associated with physiological disturbance and physical factors,2,MentalP
Marijuana Abuse,Dry Eye Syndromes,2,MentalP
Amnesia,Disorders, Mental,2,MentalP
Feedback - evaluative response process,CNS disorder,2,MentalP
Interested,Williams Syndrome,2,MentalP
Communication Response,Acute Chest Syndrome,2,MentalP
Performance,Down Syndrome,2,MentalP
Communication Response,Neoplastic disease,2,MentalP
Discrimination,Mild cognitive disorder,2,MentalP
Memory,Generalized Anxiety Disorder,2,MentalP
Ethanol,Cerebellar Diseases,2,MentalP
Mental association,Kidney Diseases,2,MentalP
Speech,Deglutition Disorders,2,MentalP
Social Role,Developmental delay (disorder),2,MentalP
Manic,Attention deficit hyperactivity disorder,2,MentalP
Insight,Kallmann Syndrome,2,MentalP
Play,Sequela of disorder,2,MentalP
Depression, Bipolar,Bipolar Disorder,2,MentalP
Impaired cognition,Williams Syndrome,2,MentalP
Projection Defense Mechanism,Meningeal disorder,2,MentalP
Psychological suppression,Polycystic Ovary Syndrome,2,MentalP
Impaired cognition,Chronic inflammatory disorder,2,MentalP
Eye Movements,Ataxia as late effect of cerebrovascular disease,2,MentalP
Mental association,Demyelinating Diseases,2,MentalP
Availability of,Machado-Joseph Disease,2,MentalP
Motivation,Alcohol use disorder,2,MentalP
unresponsive behavior,Adult Fanconi syndrome,2,MentalP
Mood,Thyroid Diseases,2,MentalP
Cognition,Hypertrophic disorder of skin, unspecified,2,MentalP
Decision Making,Idiopathic pneumonia syndrome,2,MentalP
Travel,Chimera (disorder),2,MentalP
Obsessive compulsive behavior,Syndrome,2,MentalP
Memory Disorders,Stress Disorders, Traumatic,2,MentalP
High-functioning autism,Asperger Syndrome,2,MentalP
Depressive Symptoms,Alzheimer's Disease,2,MentalP
sharing,Prion Diseases,2,MentalP
Language Disorders,Mesulam Syndrome,2,MentalP
Mediation,Alzheimer's Disease,2,MentalP
Regression - mental defense mechanism,cortex bone disorders,2,MentalP
Ethanol,Drug withdrawal syndrome,2,MentalP
Coitus,Hereditary Diseases,2,MentalP
Seizures,Mild cognitive disorder,2,MentalP
Confusion,Parkinson Disease,2,MentalP
Spatial Behavior,Depressive disorder,2,MentalP
Gustatory Perception,Syndrome, Bloch-Sulzberger,2,MentalP
Nervousness,Degenerative disorder,2,MentalP
Impulsive Behavior,Binge eating disorder,2,MentalP
Overactivity,Alzheimer's Disease,2,MentalP
Verbal impairment,Alzheimer's Disease,2,MentalP
Empathy,Major Depressive Disorder,2,MentalP
Learning,Hypertrophic disorder of skin, unspecified,2,MentalP
Tinnitus,Auditory Perceptual Disorders,2,MentalP
Tracking,Alzheimer's Disease,2,MentalP
Cognition,Feline urological syndrome,2,MentalP
Attention,Stress Disorders, Traumatic,2,MentalP
Illness Behavior,Depressive disorder,2,MentalP
Tracking,Neurodegenerative Disorders,2,MentalP
Behavior,Shprintzen syndrome,2,MentalP
Pain,Colonic Diseases,2,MentalP
Eating,Alzheimer's Disease,2,MentalP
Depression, Bipolar,Alzheimer's Disease,2,MentalP
Impaired cognition,22q11 Deletion Syndrome,2,MentalP
Personal priorities,Parkinson Disease,2,MentalP
Hemorrhage,Hypertensive disease,2,MentalP
Perception,DISORDERS OF THE OPTIC NERVE,2,MentalP
Involvement with,Inflammatory Bowel Diseases,2,MentalP
Memory, Short-Term,Autistic Disorder,2,MentalP
Repression, Psychology,Neurotoxicity Syndromes,2,MentalP
Age-related cognitive decline,Depressive disorder,2,MentalP
circadian behavior,Retinal Diseases,2,MentalP
Physical activity,Autistic Disorder,2,MentalP
Delusions,Lewy Body Disease,2,MentalP
Courtship,Huntington Disease,2,MentalP
psychological orientation,Langer-Giedion Syndrome,2,MentalP
Fetal Alcohol Syndrome,Brain Diseases,2,MentalP
excitement emotion,Hypertensive disease,2,MentalP
Golf,Gardner Syndrome,2,MentalP
Suicidal behavior,Bipolar Disorder,2,MentalP
Hypokinesia,Syndrome, Bloch-Sulzberger,2,MentalP
Tobacco use,Functional disorder,2,MentalP
Deafness,Waardenburg Syndrome,2,MentalP
Anger,Depressive disorder,2,MentalP
Mental association,Panic Disorder,2,MentalP
biological adaptation to stress,Mitochondrial Diseases,2,MentalP
Behaviors, Feeding,Depressive disorder,2,MentalP
Mood,other psychiatric disorders,2,MentalP
Ethanol,Van der Woude syndrome,2,MentalP
Persistence,Liver diseases,2,MentalP
Behavior,Basal Ganglia Diseases,2,MentalP
Eating,Leigh Disease,2,MentalP
Impaired cognition,Anxiety Disorders,2,MentalP
Communication,Hamartoma Syndrome, Multiple,2,MentalP
Attribution,Neurodevelopmental disorder,2,MentalP
biological adaptation to stress,Melkersson-Rosenthal Syndrome,2,MentalP
Behavioral Symptoms,Neurodegenerative Disorders,2,MentalP
Stress,Immune System Diseases,2,MentalP
Repression, Psychology,Alzheimer's Disease,2,MentalP
Transsexual (finding),Myeloproliferative Syndrome, Transient,2,MentalP
Drug abuse,Behavior Disorders,2,MentalP
Learning,Mixed anxiety and depressive disorder,2,MentalP
Cognition,Delirium, Dementia, Amnestic, Cognitive Disorders,2,MentalP
prepulse inhibition activity,Anophthalmia Waardenburg syndrome,2,MentalP
sharing,Hereditary Diseases,2,MentalP
Depression, Postpartum,Mood Disorders,2,MentalP
Social Interaction,Muckle-Wells Syndrome,2,MentalP
Sex Behavior,Hamartoma Syndrome, Multiple,2,MentalP
Fear,Syndrome,2,MentalP
psychological orientation,Bipolar Disorder,2,MentalP
Somnolence,Sturge-Weber Syndrome,2,MentalP
Auditory Perception,cortex bone disorders,2,MentalP
Self Stimulation,Depressive disorder,2,MentalP
Feeling hopeless,Depressive disorder,2,MentalP
Communication,Chronic Fatigue Syndrome,2,MentalP
Social Role,Learning Disorders,2,MentalP
Retentions (Psychology),neuropathology disease,2,MentalP
Feeding Activity,Mixed anxiety and depressive disorder,2,MentalP
Chronic pain,Anxiety Disorders,2,MentalP
Availability of,Guillain-Barre Syndrome,2,MentalP
Social Role,Schwartz-Jampel Syndrome,2,MentalP
Social Adjustment,Neurodevelopmental disorder,2,MentalP
Transsexual (finding),Nose Diseases,2,MentalP
Powers (Psychology),Sexually Transmitted Diseases,2,MentalP
Educational Status,Autistic Disorder,2,MentalP
Unipolar Depression,Chronic disease,2,MentalP
Object Recognition,Liver diseases,2,MentalP
Motion Perception,Myeloproliferative Syndrome, Transient,2,MentalP
smell perception,Communicable Diseases,2,MentalP
Drug Dependence,Post-Traumatic Stress Disorder,2,MentalP
Ability to interact with others,Disorders, Mental,2,MentalP
Social Role,Prediabetes syndrome,2,MentalP
Abnormal behavior,Shprintzen syndrome,2,MentalP
Activities of Daily Living,Mild cognitive disorder,2,MentalP
Memory,Drug effect disorder,2,MentalP
Conditionings (Psychology),Pituitary Diseases,2,MentalP
Behavior, Adaptive,Anxiety Disorders,2,MentalP
Insight,Macrophage Activation Syndrome,2,MentalP
Communication Response,Creutzfeldt-Jakob disease,2,MentalP
Insight,Chronic Fatigue Syndrome,2,MentalP
Social Behavior,Alcohol use disorder,2,MentalP
Learning Disabilities,Developmental delay (disorder),2,MentalP
Spatial Memory,Pituitary Diseases,2,MentalP
Like,Autonomic nervous system disorders,2,MentalP
Resting state,Chronic Obstructive Airway Disease,2,MentalP
Involvement with,Fucosidase Deficiency Disease,2,MentalP
Craves for drugs,Depressive disorder,2,MentalP
Comprehension,Mitochondrial Diseases,2,MentalP
Availability of,Skin endocrine disorder,2,MentalP
Cognition,Sleep Apnea Syndromes,2,MentalP
Perception,Conjunctival Diseases,2,MentalP
Resting state,Migraine Disorders,2,MentalP
Bradykinesia,Disorder nervous system,2,MentalP
Intention - mental process,Spinal Cord Diseases,2,MentalP
Projection Defense Mechanism,Seasonal Affective Disorder,2,MentalP
Eating,Liver diseases,2,MentalP
Suck finding,Neurodegenerative Disorders,2,MentalP
Auditory area,Diseases of inner ear,2,MentalP
Perception,Neurotoxicity Syndromes,2,MentalP
Erectile dysfunction,Hamartoma Syndrome, Multiple,2,MentalP
Maternal Behavior,Sensitization (disorder),2,MentalP
Insight,FOXG1 syndrome,2,MentalP
Cognition,Stress Disorders, Traumatic,2,MentalP
Performance,Opitz-Frias syndrome,2,MentalP
Experience,Inflammatory Bowel Diseases,2,MentalP
psychological orientation,Lennox-Gastaut syndrome,2,MentalP
Feeling content,Neurodegenerative Disorders,2,MentalP
Psychological inhibition,Stiff-Person Syndrome,2,MentalP
Heroin,Functional disorder,2,MentalP
Body Weight,Williams Syndrome,2,MentalP
Communication Response,Gall Bladder Diseases,2,MentalP
Visual Suppression,DISORDERS OF THE OPTIC NERVE,2,MentalP
Ethanol,Cat-Scratch Disease,2,MentalP
Academic achievement,Pervasive Development Disorder,2,MentalP
Mental concentration,Norrie disease,2,MentalP
Object Recognition,Conjunctival Diseases,2,MentalP
Learning,Huntington Disease,2,MentalP
Deafness,Ataxia as late effect of cerebrovascular disease,2,MentalP
Emotional states,Alcohol withdrawal syndrome,2,MentalP
Social withdrawal,Psychotic Disorders,2,MentalP
Cocaine,Nicotine Use Disorder,2,MentalP
Alcohol abuse,Disease Progression,2,MentalP
Hyperactive behavior,Hereditary Diseases,2,MentalP
Memory,Dyskinetic syndrome,2,MentalP
Feelings,Disorders, Mental,2,MentalP
Like,Myeloproliferative Syndrome, Transient,2,MentalP
Learning Disabilities,Auditory Perceptual Disorders,2,MentalP
Food Deprivation,Chronic myeloproliferative disorder,2,MentalP
Communication Response,Tay-Sachs Disease,2,MentalP
Focused attention,Neurodegenerative Disorders,2,MentalP
Consensus,Motor Neuron Disease,2,MentalP
Hallucinations,cortex bone disorders,2,MentalP
Memory impairment,Opitz-Frias syndrome,2,MentalP
On examination - apathetic,Disorders, Mental,2,MentalP
Sensory Feedback,cortex bone disorders,2,MentalP
Consensus,Creutzfeldt-Jakob disease,2,MentalP
Psychological suppression,Oculorespiratory syndrome,2,MentalP
Pain Threshold,Hypertensive disease,2,MentalP
Body Weight,Prune Belly Syndrome,2,MentalP
Psychological inhibition,Demyelinating Diseases,2,MentalP
Educational Status,Cardiovascular Diseases,2,MentalP
Nociception,Stress Disorders, Traumatic,2,MentalP
At risk for imbalanced body temperature,Depressive disorder,2,MentalP
Forgetful,Neurodevelopmental disorder,2,MentalP
Cognitive Reserve,neuropathology disease,2,MentalP
Intrinsic drive,Stereotypic Movement Disorder,2,MentalP
Impaired cognition,Inflammatory Bowel Diseases,2,MentalP
Availability of,Fetal Alcohol Spectrum Disorders,2,MentalP
Social Role,Congenital Disorders,2,MentalP
Psychological suppression,Virus Diseases,2,MentalP
Exercise,Major Depressive Disorder,2,MentalP
Conscious,Parkinson Disease,2,MentalP
Conditionings (Psychology),Renal glomerular disease,2,MentalP
Stress, Psychological,Post-Traumatic Stress Disorder,2,MentalP
Feedback - system communication,Syndrome,2,MentalP
Behavior,Familial Alzheimer Disease (FAD),2,MentalP
Coitus,Norrie disease,2,MentalP
Communication Response,Chronic disease,2,MentalP
Practices (Psychology),Vascular Diseases,2,MentalP
Reproduction,Parkinsonian Disorders,2,MentalP
Intrinsic drive,Neurotoxicity Syndromes,2,MentalP
Disputes,Autism Spectrum Disorders,2,MentalP
Marijuana Abuse,Bipolar Disorder,2,MentalP
Involvement with,Esophageal Diseases,2,MentalP
Sets (Psychology),Major Depressive Disorder,2,MentalP
Behavior,Kallmann Syndrome,2,MentalP
Impulsive Behavior,Parkinson Disease,2,MentalP
Muscle Tonus,Narcolepsy-Cataplexy Syndrome,2,MentalP
Pain,Inflammatory Bowel Diseases,2,MentalP
High risk of,cortex bone disorders,2,MentalP
Involvement with,Sturge-Weber Syndrome,2,MentalP
Psychological inhibition,Sandhoff Disease,2,MentalP
Visual Suppression,Syndrome,2,MentalP
Behavior,Pain Disorder,2,MentalP
Memory impairment,Spinal Cord Diseases,2,MentalP
Psychological inhibition,Motor Neuron Disease,2,MentalP
Comprehension,Inflammatory disorder,2,MentalP
Vision,Liver diseases,2,MentalP
Imprinting (Psychology),Andersen Syndrome,2,MentalP
Ethanol,Nicotine Use Disorder,2,MentalP
Thinking, function,Anxiety Disorders,2,MentalP
Perceptual disturbance,Psychotic Disorders,2,MentalP
Manic,Alzheimer's Disease,2,MentalP
Projection Defense Mechanism,Severe Acute Respiratory Syndrome,2,MentalP
Cognition,Niemann-Pick Disease, Type C,2,MentalP
DEPRESSION MENTAL,Lung diseases,2,MentalP
Like,Language Disorders,2,MentalP
Aggressive behavior,Psychotic Disorders,2,MentalP
Tinnitus,Mixed anxiety and depressive disorder,2,MentalP
Conscious,Seasonal Affective Disorder,2,MentalP
Autistic Disorder,Stereotypic Movement Disorder,2,MentalP
Attention,Psychotic Disorders,2,MentalP
Factors, Risk,Parkinsonian Disorders,2,MentalP
Play,Delirium, Dementia, Amnestic, Cognitive Disorders,2,MentalP
Play,Recurrent disease,2,MentalP
Somatic delusion disorder,Psychotic Disorders,2,MentalP
Wakefulness,Disease Progression,2,MentalP
Learning,Jet Lag Syndrome,2,MentalP
Withdrawal,Sweet Syndrome,2,MentalP
Hearing impairment,Spinal Cord Diseases,2,MentalP
Communication Response,Prader-Willi Syndrome,2,MentalP
Fasting,Migraine Disorders,2,MentalP
Stereotyped Behavior,Syndrome, Bloch-Sulzberger,2,MentalP
Methamphetamine,Huntington Disease,2,MentalP
Projection Defense Mechanism,Attention deficit hyperactivity disorder,2,MentalP
Sleep,Hamartoma Syndrome, Multiple,2,MentalP
Craves for drugs,Drug withdrawal syndrome,2,MentalP
Delirium,Brain Diseases, Metabolic,2,MentalP
Uncertainty,Syndrome,2,MentalP
Unipolar Depression,Gilles de la Tourette syndrome,2,MentalP
Social Behavior,Mixed anxiety and depressive disorder,2,MentalP
High risk of,McCune-Albright Syndrome,2,MentalP
Visual Perception,Neurodegenerative Disorders,2,MentalP
Self Stimulation,Carpal Tunnel Syndrome,2,MentalP
Behavior,Coffin-Siris syndrome,2,MentalP
Thinking, function,Parkinsonian Disorders,2,MentalP
Vision,Ataxia as late effect of cerebrovascular disease,2,MentalP
Imprinting (Psychology),Brain Diseases,2,MentalP
Drug Tolerance,Neurotoxicity Syndromes,2,MentalP
Methamphetamine,Pituitary Diseases,2,MentalP
DEPRESSION MENTAL,Clinically isolated syndrome,2,MentalP
Marijuana Abuse,Huntington Disease,2,MentalP
Sleep Deprivation,Functional disorder,2,MentalP
Social Interaction,Van der Woude syndrome,2,MentalP
Pain,Pituitary Diseases,2,MentalP
Seizures,Vasodilation disorder,2,MentalP
Discussion,Bipolar Disorder,2,MentalP
Hyperactive behavior,Brain Diseases,2,MentalP
Language Disorders,Parkinsonian Disorders,2,MentalP
Insight,Cerebellar Diseases,2,MentalP
Discussion,Metabolic Diseases,2,MentalP
Feedback - system communication,Melkersson-Rosenthal Syndrome,2,MentalP
Psychological inhibition,Sensorineural hearing loss (disorder),2,MentalP
Emotional Strain,Syndrome,2,MentalP
Stress,Congenital secretory diarrhea, sodium type (disorder),2,MentalP
Walking,cortex bone disorders,2,MentalP
Resting state,Spinal Cord Diseases,2,MentalP
Predatory Behavior,Functional disorder,2,MentalP
Perception,Parkinson Disease,2,MentalP
Ethanol,Niemann-Pick Disease, Type C,2,MentalP
Selective inattention,Hamartoma Syndrome, Multiple,2,MentalP
Cocaine,Herpes zoster disease,2,MentalP
Blunted affect,Functional disorder,2,MentalP
Pain,Peripheral Arterial Diseases,2,MentalP
Stress,Stereotypic Movement Disorder,2,MentalP
Cognitive Flexibility,Autistic Disorder,2,MentalP
Ethanol,Sequela of disorder,2,MentalP
Coping Behavior,Gilles de la Tourette syndrome,2,MentalP
grooming behavior,Obsessive-Compulsive Disorder,2,MentalP
Powers (Psychology),Swine Vesicular Disease,2,MentalP
Dyslexia,Language Disorders,2,MentalP
Erectile dysfunction,Syndrome,2,MentalP
Tension,cortex bone disorders,2,MentalP
Communication Response,Cerebrovascular Disorders,2,MentalP
Social Role,Kidney Diseases,2,MentalP
Discrimination,Adult Fanconi syndrome,2,MentalP
Breast Feeding,Metabolic Diseases,2,MentalP
Intrinsic drive,Parkinsonian Disorders,2,MentalP
Life Style,Parkinson Disease,2,MentalP
At risk for activity intolerance,Psychotic Disorders,2,MentalP
Comprehension,Behavior Disorders,2,MentalP
Empathy,Turner Syndrome,2,MentalP
Physical activity,Respiration Disorders,2,MentalP
Language Disorders,Syndrome,2,MentalP
Insight,McCune-Albright Syndrome,2,MentalP
Mental Recall,Hamartoma Syndrome, Multiple,2,MentalP
Learning,Renal glomerular disease,2,MentalP
Depression, Bipolar,Anxiety Disorders,2,MentalP
Impaired cognition,Renal glomerular disease,2,MentalP
Depression, Neurotic,Alzheimer's Disease,2,MentalP
Mental Suffering,Depressive disorder,2,MentalP
Projection Defense Mechanism,Fragile X Syndrome,2,MentalP
Psychological inhibition,Schinzel-Giedion syndrome,2,MentalP
Forgetful,Sequela of disorder,2,MentalP
sweet taste perception,Functional disorder,2,MentalP
Overactivity,Autism Spectrum Disorders,2,MentalP
biological adaptation to stress,Cushing Syndrome,2,MentalP
Play,Post-Traumatic Stress Disorder,2,MentalP
Performance,Chromosome 11p11.2 Deletion Syndrome,2,MentalP
Stress,Stomach Diseases,2,MentalP
Discussion,Brain Diseases,2,MentalP
Stereotyped Behavior,Neurotoxicity Syndromes,2,MentalP
Psychological suppression,Mitral Valve Prolapse Syndrome,2,MentalP
taste perception,Syndrome, Bloch-Sulzberger,2,MentalP
Retentions (Psychology),Depressive disorder,2,MentalP
Communication Response,Accommodation phosphene (disorder),2,MentalP
Feeling content,Disorder nervous system,2,MentalP
Alcohol consumption,Mucocutaneous Lymph Node Syndrome,2,MentalP
Anxiety and fear,Functional disorder,2,MentalP
Aversion (finding),DISORDERS OF THE OPTIC NERVE,2,MentalP
Behavior,Lysosomal Storage Diseases,2,MentalP
Chronic pain,Disease Progression,2,MentalP
Pain,Deglutition Disorders,2,MentalP
Behaviors, Feeding,Mixed anxiety and depressive disorder,2,MentalP
Social Role,Allergic rhinitis NOS (disorder),2,MentalP
Social Role,Clinically isolated syndrome,2,MentalP
Academic achievement,Autistic Disorder,2,MentalP
Spatial Navigation,Neurodegenerative Disorders,2,MentalP
Drug Dependence,Bipolar Disorder,2,MentalP
Dancing,Neurodegenerative Disorders,2,MentalP
Involvement with,Neoplastic disease,2,MentalP
Unipolar Depression,Hashimoto Disease,2,MentalP
Behavior,Vaginal Diseases,2,MentalP
Cognitive information processing,Psychotic Disorders,2,MentalP
Fear,Sweet Syndrome,2,MentalP
Social Role,Premenstrual Dysphoric Disorder,2,MentalP
Social fear,Fragile X Syndrome,2,MentalP
Mental association,Ataxia as late effect of cerebrovascular disease,2,MentalP
Tic disorder,Ataxia as late effect of cerebrovascular disease,2,MentalP
Learning,Syndrome, Bloch-Sulzberger,2,MentalP
Loss of interest,Major Depressive Disorder,2,MentalP
Consideration,Pervasive Development Disorder,2,MentalP
Forgetful,Metabolic Syndrome X,2,MentalP
Physical aggression,Alzheimer's Disease,2,MentalP
Alcoholic Intoxication, Chronic,Hereditary Diseases,2,MentalP
Pain,Substance Use Disorders,2,MentalP
Insight,Timothy syndrome,2,MentalP
Feedback - system communication,CNS disorder,2,MentalP
Availability of,Metabolic Diseases,2,MentalP
Pain,Hereditary Diseases,2,MentalP
Perseveration,Autistic Disorder,2,MentalP
Wakefulness,Mood Disorders,2,MentalP
Heterosexuals,Acquired Immunodeficiency Syndrome,2,MentalP
Sex Behavior,Mitochondrial Diseases,2,MentalP
Visual attention,cortex bone disorders,2,MentalP
Cognitive Development,Neurodevelopmental disorder,2,MentalP
Comatose,Ataxia as late effect of cerebrovascular disease,2,MentalP
Pain,Trigeminal Nerve Diseases,2,MentalP
Behavior,Melkersson-Rosenthal Syndrome,2,MentalP
Relaxation,DISORDERS OF THE OPTIC NERVE,2,MentalP
Cognition,Fetal Alcohol Spectrum Disorders,2,MentalP
Ethanol,Attention Deficit Disorder,2,MentalP
Panic,Functional disorder,2,MentalP
turning behavior,Sensitization (disorder),2,MentalP
Intrinsic drive,Cardiovascular Diseases,2,MentalP
Reversal Learning,Alzheimer's Disease,2,MentalP
Regular exercise (observable entity),Depressive disorder,2,MentalP
Play,Metabolic Syndrome X,2,MentalP
Hearing,Down Syndrome,2,MentalP
Aversion (finding),Substance Use Disorders,2,MentalP
Mental Processes,Pituitary Diseases,2,MentalP
Stress, Psychological,Disease Progression,2,MentalP
Hope,Degenerative disorder,2,MentalP
Intrinsic drive,Huntington Disease,2,MentalP
Social Dominance,cortex bone disorders,2,MentalP
Rejections (Psychology),Hamartoma Syndrome, Multiple,2,MentalP
Always hungry,Prader-Willi Syndrome,2,MentalP
Response to stimulus physiology,Gilles de la Tourette syndrome,2,MentalP
Feedback - evaluative response process,Uterine Diseases,2,MentalP
Hyperactive behavior,Post-Traumatic Stress Disorder,2,MentalP
DEPRESSION MENTAL,Sequela of disorder,2,MentalP
Autistic Disorder,22q13.3 Deletion Syndrome,2,MentalP
At risk for imbalanced body temperature,Psychotic Disorders,2,MentalP
Insight,Mixed anxiety and depressive disorder,2,MentalP
Reaction Time,Hamartoma Syndrome, Multiple,2,MentalP
Regression - mental defense mechanism,Spinal Cord Diseases,2,MentalP
Social Role,Camurati-Engelmann Syndrome,2,MentalP
Autistic Disorder,Parkinsonian Disorders,2,MentalP
Voice,cortex bone disorders,2,MentalP
Memory impairment,Rett Syndrome,2,MentalP
Depression, Neurotic,Syndrome,2,MentalP
Pain,Stress Disorders, Traumatic,2,MentalP
Stress,Pelizaeus-Merzbacher Disease,2,MentalP
Social Interaction,Borderline Personality Disorder,2,MentalP
Forgetful,Mood Disorders,2,MentalP
High risk of,Meconium Aspiration Syndrome,2,MentalP
DEPRESSION MENTAL,Jet Lag Syndrome,2,MentalP
Factors, Risk,Coronary Artery Disease,2,MentalP
Behavior,Restless Legs Syndrome,2,MentalP
Visual Suppression,Alzheimer's Disease,2,MentalP
Discussion,Neurotoxicity Syndromes,2,MentalP
Seizures,Huntington Disease,2,MentalP
DEPRESSION MENTAL,Demyelinating Diseases,2,MentalP
Play,Autoimmune Diseases,2,MentalP
Psychological suppression,Tic disorder,2,MentalP
Feeling suicidal (finding),Depressive disorder,2,MentalP
Feedback - system communication,Peripheral Arterial Diseases,2,MentalP
social stress,Mood Disorders,2,MentalP
Retentions (Psychology),Parkinson Disease,2,MentalP
Autistic Disorder,Mood Disorders,2,MentalP
Social Role,Wernicke-Korsakoff Syndrome,2,MentalP
Behavior,Li-Fraumeni Syndrome,2,MentalP
Alcoholics,Cerebral disorder,2,MentalP
Vision,Nail-Patella Syndrome,2,MentalP
Anxiety,Nail-Patella Syndrome,2,MentalP
Unipolar Depression,Dystonia Disorders,2,MentalP
Like,Cockayne Syndrome, Type II,2,MentalP
Comprehension,Niemann-Pick Disease, Type C,2,MentalP
Like,Cockayne Syndrome,2,MentalP
Experience,Metabolic Diseases,2,MentalP
Exercise,Huntington Disease,2,MentalP
DEPRESSION MENTAL,Irritable Bowel Syndrome,2,MentalP
Tremor,motor disorder,2,MentalP
Reaching,Alzheimer's Disease,2,MentalP
Stress,Menkes Kinky Hair Syndrome,2,MentalP
Uncertainty,Neurodevelopmental disorder,2,MentalP
Repression, Psychology,Huntington Disease,2,MentalP
Like,Inflammatory disorder,2,MentalP
