concept,disease,appearTimes,conceptClass
S100A10 wt Allele,Functional disorder,2,Gene
TNC wt Allele,Tic disorder,2,Gene
TBX4 wt Allele,Shwachman syndrome,2,Gene
CD74 Gene,Alcohol withdrawal syndrome,2,Gene
PHLDA2 Gene,Mild cognitive disorder,2,Gene
F2 wt Allele,Pituitary Diseases,2,Gene
LITAF gene,Alexander Disease,2,Gene
TRIO Gene,Autistic Disorder,2,Gene
RB1 wt Allele,cortex bone disorders,2,Gene
ANTXR1 wt Allele,Nicolaides Baraitser syndrome,2,Gene
TRADD Gene,Fetal Alcohol Syndrome,2,Gene
Epidermal Growth Factor Receptor,Alzheimer's Disease,2,Gene
CR2 wt Allele,Liver diseases,2,Gene
NTRK2 Gene,Sensitization (disorder),2,Gene
FAT wt Allele,Pancreatic Diseases,2,Gene
S100A8 wt Allele,Depressive disorder,2,Gene
SLC22A18 gene,Disease Progression,2,Gene
ERBB2 gene,cortex bone disorders,2,Gene
Wild Type,Attention deficit hyperactivity disorder,2,Gene
MAP Kinase Gene,Movement Disorders,2,Gene
TRIO Gene,cortex bone disorders,2,Gene
RALBP1 wt Allele,Neurotoxicity Syndromes,2,Gene
EREG wt Allele,Mitochondrial Diseases,2,Gene
RARA wt Allele,Alzheimer's Disease,2,Gene
RASA1 Gene,Renal glomerular disease,2,Gene
GLS2 Gene,Neurotoxicity Syndromes,2,Gene
GFAP gene,Idiopathic Hypereosinophilic Syndrome,2,Gene
ALDH1A2 Gene,Meningeal disorder,2,Gene
HSPA5 Gene,Nail-Patella Syndrome,2,Gene
APOE gene,Alzheimer Disease, Late Onset,2,Gene
SCN1A wt Allele,Spinal Cord Diseases,2,Gene
NOS1 wt Allele,Functional disorder,2,Gene
PCYT1A wt Allele,DISORDERS OF THE OPTIC NERVE,2,Gene
E2F1 wt Allele,Neurotoxicity Syndromes,2,Gene
TERC Gene,Noonan Syndrome,2,Gene
Chromosomes, Human, Pair 14,Familial Alzheimer Disease (FAD),2,Gene
HP Gene,Toxic liver disease,2,Gene
AIMP2 Gene,Depressive disorder,2,Gene
RPS6KA5 wt Allele,Functional disorder,2,Gene
GC Gene,Mild cognitive disorder,2,Gene
RANGAP1 wt Allele,Tay-Sachs Disease,2,Gene
AKR1A1 wt Allele,Parkinson Disease,2,Gene
KEAP1 Gene,Neurotoxicity Syndromes,2,Gene
KL wt Allele,Premature aging syndrome,2,Gene
ARID1A wt Allele,cortex bone disorders,2,Gene
Heterozygote,Rare Diseases,2,Gene
PSAP gene,Alzheimer's Disease,2,Gene
MTR Gene,Werner Syndrome,2,Gene
FASTK Gene,Melkersson-Rosenthal Syndrome,2,Gene
ERCC2 wt Allele,DISORDERS OF THE OPTIC NERVE,2,Gene
MIR145 Gene,Prune Belly Syndrome,2,Gene
TNFRSF21 Gene,Functional disorder,2,Gene
PIK3CA wt Allele,Mohr-Tranebjaerg syndrome,2,Gene
ELANE wt Allele,Hypertensive disease,2,Gene
MSN Gene,Hodgkin Disease,2,Gene
SLC27A4 wt Allele,Alzheimer's Disease,2,Gene
MTR wt Allele,Bloom Syndrome,2,Gene
ACACA Gene,Liver diseases,2,Gene
FGF2 wt Allele,Alzheimer's Disease,2,Gene
CREB1 wt Allele,Autism Spectrum Disorders,2,Gene
GDNF Gene,Autism Spectrum Disorders,2,Gene
POSTN Gene,Depressive disorder,2,Gene
CISH Gene,Sequela of disorder,2,Gene
Transgenes,Brain Diseases,2,Gene
DGCR8 Gene,Functional disorder,2,Gene
SLC1A2 wt Allele,Neurotoxicity Syndromes,2,Gene
HDAC1 Gene,Feline urological syndrome,2,Gene
HDAC4 Gene,Functional disorder,2,Gene
BID Gene,Functional disorder,2,Gene
STAT1 Gene,Virus Diseases,2,Gene
CD8A Gene,Disease Progression,2,Gene
APC gene,Neurodevelopmental disorder,2,Gene
PNP wt Allele,Syndrome, Bloch-Sulzberger,2,Gene
CCL2 wt Allele,Liver diseases,2,Gene
TLR4 wt Allele,Autistic Disorder,2,Gene
RANGAP1 wt Allele,Brain Diseases,2,Gene
FST wt Allele,Williams Syndrome,2,Gene
Genetic Predisposition to Disease,Hamartoma Syndrome, Multiple,2,Gene
ELANE Gene,Hypertensive disease,2,Gene
CHD7 gene,Kallmann Syndrome,2,Gene
NOTCH3 wt Allele,Alzheimer's Disease,2,Gene
CCL5 Gene,Syndrome, Bloch-Sulzberger,2,Gene
PHLDA2 wt Allele,Mild cognitive disorder,2,Gene
GRB2 wt Allele,Van der Woude syndrome,2,Gene
MAPK3 Gene,Disorder nervous system,2,Gene
CD69 wt Allele,Mirror movements (disorder),2,Gene
ETS1 wt Allele,Spinal Cord Diseases,2,Gene
FGF2 wt Allele,Disease Progression,2,Gene
CSPG4 wt Allele,Functional disorder,2,Gene
ENO2 wt Allele,cortex bone disorders,2,Gene
Exons,Feline urological syndrome,2,Gene
CCL27 wt Allele,Functional disorder,2,Gene
GMNN Gene,Neurodegenerative Disorders,2,Gene
NOD2 wt Allele,Neurotoxicity Syndromes,2,Gene
PTGS2 Gene,Functional disorder,2,Gene
SET Gene,Brain Diseases,2,Gene
GRM1 Gene,Syndrome,2,Gene
AVP wt Allele,Major Depressive Disorder,2,Gene
FABP3 Gene,Parkinson Disease,2,Gene
CREB1 Gene,Major Depressive Disorder,2,Gene
CASC5 wt Allele,Alzheimer's Disease,2,Gene
PPARA wt Allele,Disorder nervous system,2,Gene
LMNA wt Allele,Dystonia Disorders,2,Gene
FAT wt Allele,Pervasive Development Disorder,2,Gene
ATP8A2 wt Allele,Meningeal disorder,2,Gene
TLR2 wt Allele,Van der Woude syndrome,2,Gene
Genes,Smith-Magenis syndrome,2,Gene
BDNF Gene,Hypertensive disease,2,Gene
CD69 wt Allele,Down Syndrome,2,Gene
GYPA Gene,Diseases of inner ear,2,Gene
SST Gene,Brain Diseases,2,Gene
GRM5 wt Allele,Esophageal Diseases,2,Gene
LHX3 Gene,Pituitary Diseases,2,Gene
CDKN2A wt Allele,Neurotoxicity Syndromes,2,Gene
HP wt Allele,Toxic liver disease,2,Gene
CAT Gene,Disorder nervous system,2,Gene
CD8B wt Allele,Communicable Diseases,2,Gene
GAST Gene,Functional disorder,2,Gene
SCN1A gene,Spinal Cord Diseases,2,Gene
ACKR1 gene,Antiphospholipid Syndrome,2,Gene
RPL5 wt Allele,Bipolar Disorder,2,Gene
CALR Gene,cortex bone disorders,2,Gene
NOVA2 Gene,Spinal Cord Diseases,2,Gene
NEFL gene,cortex bone disorders,2,Gene
IL1RAPL1 Gene,Cognition Disorders,2,Gene
PROC Gene,Ataxia as late effect of cerebrovascular disease,2,Gene
SST Gene,Rectal Diseases,2,Gene
CANX wt Allele,Retinal Diseases,2,Gene
MSR1 Gene,Hypertensive disease,2,Gene
EPHB2 Gene,Niemann-Pick Disease, Type C,2,Gene
AKAP13 wt Allele,Meconium Aspiration Syndrome,2,Gene
SIRT1 Gene,Chronic granulomatous disease,2,Gene
Genes,Troyer syndrome,2,Gene
DYRK1A Gene,Neurodegenerative Disorders,2,Gene
AKR1A1 wt Allele,McCune-Albright Syndrome,2,Gene
ELANE Gene,Attention deficit hyperactivity disorder,2,Gene
NOD2 wt Allele,cortex bone disorders,2,Gene
Heterozygote,Hamartoma Syndrome, Multiple,2,Gene
HDAC2 Gene,Spinal Cord Diseases,2,Gene
GFAP gene,Bloom Syndrome,2,Gene
MDM2 Gene,Hashimoto Disease,2,Gene
SCN1A gene,Developmental delay (disorder),2,Gene
AKAP13 wt Allele,Macrophage Activation Syndrome,2,Gene
PDE2A Gene,cortex bone disorders,2,Gene
ESR1 wt Allele,Mitochondrial Diseases,2,Gene
RANGAP1 wt Allele,Sandhoff Disease,2,Gene
PRNP wt Allele,Parkinson Disease,2,Gene
PAH gene,Peripheral Arterial Diseases,2,Gene
UCP1 Gene,cortex bone disorders,2,Gene
IGF1R wt Allele,Spinal Cord Diseases,2,Gene
TP53 gene,Hashimoto Disease,2,Gene
KRT17 wt Allele,Machado-Joseph Disease,2,Gene
Enhancer of transcription,Toxic Shock Syndrome,2,Gene
GH1 Gene,Skin endocrine disorder,2,Gene
CXCL12 Gene,Neurodegenerative Disorders,2,Gene
DMD gene,Neurodegenerative Disorders,2,Gene
CD8A wt Allele,Immunologic Deficiency Syndromes,2,Gene
CD36 Gene,Neurotoxicity Syndromes,2,Gene
EPO wt Allele,Leigh Disease,2,Gene
SCG2 Gene,Prune Belly Syndrome,2,Gene
MC4R gene,Spinal Cord Diseases,2,Gene
TRPC4 Gene,Disease Progression,2,Gene
DST Gene,Hypertensive disease,2,Gene
MAPK1 wt Allele,Pituitary Diseases,2,Gene
CFD wt Allele,Pituitary Diseases,2,Gene
KIT gene,Hashimoto Disease,2,Gene
NR4A3 Gene,Huntington Disease,2,Gene
AGT Gene,Parkinson Disease,2,Gene
c-fos Genes,Binge eating disorder,2,Gene
GFAP gene,Pili torti-deafness syndrome,2,Gene
IGF1 Gene,Spinal Cord Diseases,2,Gene
IL6 Gene,Liver diseases,2,Gene
CD8A wt Allele,Autoimmune Diseases,2,Gene
CDKN1A Gene,Disease Progression,2,Gene
ENO2 Gene,Retinal Diseases,2,Gene
HLA-DQA1 wt Allele,Liver diseases,2,Gene
MECP2 gene,Liver diseases,2,Gene
WISP1 Gene,Neurodegenerative Disorders,2,Gene
PINK1 gene,Intestinal infectious disease (disorder),2,Gene
Insulin-Like-Growth Factor I Receptor,Alzheimer's Disease,2,Gene
MAPK3 wt Allele,Pituitary Diseases,2,Gene
SP1 Gene,Disorder nervous system,2,Gene
CD69 wt Allele,Sleep Disorders,2,Gene
LIPG Gene,Coffin-Lowry syndrome,2,Gene
CSPG4 wt Allele,Mucocutaneous Lymph Node Syndrome,2,Gene
SMARCA4 wt Allele,Neurodevelopmental disorder,2,Gene
RANGAP1 wt Allele,Bipolar Disorder,2,Gene
TNC Gene,Shwachman syndrome,2,Gene
FAT1 gene,Hamartoma Syndrome, Multiple,2,Gene
TNFRSF11A wt Allele,Renal glomerular disease,2,Gene
KISS1 Gene,Klinefelter Syndrome,2,Gene
EPO Gene,Functional disorder,2,Gene
Alleles,Obsessive-Compulsive Disorder,2,Gene
GFAP gene,Gardner Syndrome,2,Gene
CD8B wt Allele,Disease Progression,2,Gene
SLC6A3 Gene,Mild cognitive disorder,2,Gene
TP73 Gene,Parkinson Disease,2,Gene
GAST wt Allele,Functional disorder,2,Gene
POMT1 gene,Feline urological syndrome,2,Gene
AXIN1 wt Allele,Syndrome, Bloch-Sulzberger,2,Gene
Genes,Chimera (disorder),2,Gene
CARD8 Gene,Mood Disorders,2,Gene
FKBP5 Gene,Depressive disorder,2,Gene
AMH Gene,Disorder of pineal gland,2,Gene
ZFYVE9 wt Allele,Meconium Aspiration Syndrome,2,Gene
CD19 wt Allele,Spinal Cord Diseases,2,Gene
REL wt Allele,Disease Progression,2,Gene
ROS1 wt Allele,Syndrome, Bloch-Sulzberger,2,Gene
BECN1 wt Allele,Hypertensive disease,2,Gene
TF gene,Restless Legs Syndrome,2,Gene
TP63 wt Allele,Neurotoxicity Syndromes,2,Gene
Genome,Feline urological syndrome,2,Gene
JUN Gene,Parkinson Disease,2,Gene
FKTN gene,Retinal Diseases,2,Gene
LITAF gene,Disorder of pineal gland,2,Gene
SCN5A gene,Long QT Syndrome,2,Gene
QPCT wt Allele,cortex bone disorders,2,Gene
TNFRSF1B wt Allele,Mild cognitive disorder,2,Gene
MAPK8 Gene,Iodine deficiency syndrome,2,Gene
RGS3 Gene,cortex bone disorders,2,Gene
AMACR Gene,Alzheimer's Disease,2,Gene
SARM1 Gene,Neurotoxicity Syndromes,2,Gene
AICDA wt Allele,CNS disorder,2,Gene
CTSG wt Allele,Sweet Syndrome,2,Gene
CP Gene,Parkinson Disease,2,Gene
PRUNE2 Gene,Spinal Cord Diseases,2,Gene
TG wt Allele,Migraine Disorders,2,Gene
Tumor Suppressor Genes,Functional disorder,2,Gene
GYPA wt Allele,cortex bone disorders,2,Gene
CASP6 Gene,Retinal Diseases,2,Gene
MTR wt Allele,Parkinson Disease,2,Gene
HP wt Allele,Syndrome, Bloch-Sulzberger,2,Gene
RANGAP1 wt Allele,Pervasive Development Disorder,2,Gene
HRAS gene,Functional disorder,2,Gene
Long Interspersed Element,Familial Alzheimer Disease (FAD),2,Gene
CUX1 Gene,cortex bone disorders,2,Gene
NPR2 Gene,Spinal Cord Diseases,2,Gene
CDH13 Gene,Autistic Disorder,2,Gene
NOS2 wt Allele,Liver diseases,2,Gene
GPER wt Allele,Colonic Diseases,2,Gene
GRIN2B wt Allele,Drug withdrawal syndrome,2,Gene
MSMB wt Allele,Shy-Drager Syndrome,2,Gene
AIMP2 wt Allele,Parkinson Disease,2,Gene
MET wt Allele,Lung diseases,2,Gene
NOX4 Gene,cortex bone disorders,2,Gene
DCN Gene,Van der Woude syndrome,2,Gene
TLR2 Gene,Neurotoxicity Syndromes,2,Gene
ADAM17 Gene,cortex bone disorders,2,Gene
AR wt Allele,Post-Traumatic Stress Disorder,2,Gene
ENO2 wt Allele,Hypertensive disease,2,Gene
SLC6A4 wt Allele,Alzheimer's Disease,2,Gene
Chloramphenicol O-Acetyltransferase,Disorder nervous system,2,Gene
SQSTM1 wt Allele,Syndrome,2,Gene
CNTNAP2 wt Allele,Disorder nervous system,2,Gene
HRAS gene,Neurotoxicity Syndromes,2,Gene
CCR5 gene,cortex bone disorders,2,Gene
SST wt Allele,Virus Diseases,2,Gene
NGF Gene,Syndrome, Bloch-Sulzberger,2,Gene
LEP Gene,Spinal Cord Diseases,2,Gene
GRM1 Gene,Cerebellar Diseases,2,Gene
GNAI1 Gene,Functional disorder,2,Gene
TBK1 Gene,Neurodegenerative Disorders,2,Gene
DNMT3A Gene,Functional disorder,2,Gene
FOXG1 Gene,Demyelinating Diseases,2,Gene
CCL2 Gene,Disorder nervous system,2,Gene
Heterozygote,CHARGE Syndrome,2,Gene
PNP Gene,Prune Belly Syndrome,2,Gene
DHPS wt Allele,Developmental delay (disorder),2,Gene
PTGS2 Gene,Neurotoxicity Syndromes,2,Gene
GCG Gene,Irritable Bowel Syndrome,2,Gene
LRP1 Gene,Neurotoxicity Syndromes,2,Gene
C3 Gene,Retinal Diseases,2,Gene
ras Oncogene,Pervasive Development Disorder,2,Gene
ATRX gene,Neurodevelopmental disorder,2,Gene
FURIN Gene,Functional disorder,2,Gene
Transgenes,Neu-Laxova syndrome,2,Gene
HMGB1 Gene,Inflammatory disorder,2,Gene
RPS6KB1 wt Allele,Autistic Disorder,2,Gene
Long Interspersed Element,Rett Syndrome,2,Gene
Epidermal Growth Factor,Bipolar Disorder,2,Gene
FOXG1 Gene,Syndrome,2,Gene
DHX16 Gene,Neurodegenerative Disorders,2,Gene
Estrogen Receptors,Colonic Diseases,2,Gene
CD44 wt Allele,Ovarian Diseases,2,Gene
LIMS1 Gene,Spinal Cord Diseases,2,Gene
AGER wt Allele,Disease Progression,2,Gene
SPN Gene,Dyskinetic syndrome,2,Gene
SLC6A4 gene,Lewy Body Disease,2,Gene
PODXL Gene,Syndrome,2,Gene
Estrogen Receptors,Mitochondrial Diseases,2,Gene
MOS Gene,Guillain-Barre Syndrome,2,Gene
MAP1LC3A wt Allele,Cockayne Syndrome, Type I,2,Gene
RAB40B wt Allele,Alzheimer's Disease,2,Gene
Chloramphenicol Acetyl Transferase Gene,Syndrome,2,Gene
ARID1A wt Allele,Syndrome,2,Gene
SLC22A2 wt Allele,Depressive disorder,2,Gene
GAST wt Allele,Lung diseases,2,Gene
SRF Gene,Spinal Cord Diseases,2,Gene
SH2D1A gene,Spinal Cord Diseases,2,Gene
MAP3K14 wt Allele,Meningeal disorder,2,Gene
REN Gene,Chronic Kidney Diseases,2,Gene
CDKN2A wt Allele,Depressive disorder,2,Gene
MIF Gene,Parkinson Disease,2,Gene
DDIT3 Gene,Spinal Cord Diseases,2,Gene
CREB1 Gene,Idiopathic Hypereosinophilic Syndrome,2,Gene
GFAP gene,Mucocutaneous Lymph Node Syndrome,2,Gene
EREG wt Allele,Skin endocrine disorder,2,Gene
KRT1 wt Allele,Retinal Diseases,2,Gene
HDAC6 Gene,Functional disorder,2,Gene
POMC Gene,Fetal Alcohol Spectrum Disorders,2,Gene
EGF Gene,Van der Woude syndrome,2,Gene
Homozygote,Neurodevelopmental disorder,2,Gene
TBX1 wt Allele,Disorders, Mental,2,Gene
FMOD wt Allele,Spinal Cord Diseases,2,Gene
Genotype,Cerebrovascular Disorders,2,Gene
PTEN gene,Parkinsonian Disorders,2,Gene
MYC gene,Neurodegenerative Disorders,2,Gene
PNP Gene,Syndrome, Bloch-Sulzberger,2,Gene
SNW1 wt Allele,Pervasive Development Disorder,2,Gene
PYCARD wt Allele,Hashimoto Disease,2,Gene
OXT wt Allele,Seasonal Affective Disorder,2,Gene
CA9 Gene,Van der Woude syndrome,2,Gene
CHPT1 Gene,cortex bone disorders,2,Gene
KRAS wt Allele,Neurotoxicity Syndromes,2,Gene
Introns,Rett Syndrome,2,Gene
FKBP1A wt Allele,Lewy Body Disease,2,Gene
ADAM10 Gene,Neurodegenerative Disorders,2,Gene
HEXA gene,Disease Progression,2,Gene
CRH Gene,Syndrome, Bloch-Sulzberger,2,Gene
IL10 Gene,Van der Woude syndrome,2,Gene
GLS2 wt Allele,Disease Progression,2,Gene
BACE1 Gene,Neurodegenerative Disorders,2,Gene
NDOR1 Gene,Disorder nervous system,2,Gene
HSPB8 wt Allele,Spinal Cord Diseases,2,Gene
CX3CR1 Gene,Stress Disorders, Traumatic,2,Gene
GRM5 wt Allele,Pendred's syndrome,2,Gene
SDC2 Gene,Fragile X Syndrome,2,Gene
Exons,Neuromuscular Diseases,2,Gene
MAPK3 Gene,Dyskinetic syndrome,2,Gene
GRM1 wt Allele,Syndrome,2,Gene
ADRA2A Gene,Attention Deficit Disorder,2,Gene
TNF Gene,Werner Syndrome,2,Gene
GDNF Gene,Disease Progression,2,Gene
PSEN2 Gene,Functional disorder,2,Gene
SNW1 Gene,cortex bone disorders,2,Gene
DEK Gene,Alzheimer's Disease,2,Gene
MT3 Gene,Alzheimer's Disease,2,Gene
Oncogenes,Virus Diseases,2,Gene
NOS1 wt Allele,Alcohol withdrawal syndrome,2,Gene
CDK7 Gene,Depressive disorder,2,Gene
Genotype,Rett Syndrome,2,Gene
PHOX2B gene,Spinal Cord Diseases,2,Gene
IL23A wt Allele,Spinal Cord Diseases,2,Gene
CD69 wt Allele,Idiopathic Hypereosinophilic Syndrome,2,Gene
RNH1 Gene,DISORDERS OF THE OPTIC NERVE,2,Gene
POSTN Gene,Functional disorder,2,Gene
IL23A wt Allele,Neurotoxicity Syndromes,2,Gene
TYR gene,Alzheimer's Disease,2,Gene
CTSL1 wt Allele,Migraine Disorders,2,Gene
KRIT1 wt Allele,Depressive disorder,2,Gene
STAT Family Gene,Neurotoxicity Syndromes,2,Gene
NPM1 gene,Huntington Disease,2,Gene
CRTC2 wt Allele,Mood Disorders,2,Gene
FASTK Gene,Gilles de la Tourette syndrome,2,Gene
IGF1 Gene,Liver diseases,2,Gene
Epidermal Growth Factor,Neurodegenerative Disorders,2,Gene
KISS1R wt Allele,Pituitary Diseases,2,Gene
DST Gene,Depressive disorder,2,Gene
TBCEL Gene,Capillary Leak Syndrome,2,Gene
IRF6 wt Allele,Prune Belly Syndrome,2,Gene
ITGAM wt Allele,Parkinson Disease,2,Gene
AKT1S1 wt Allele,Lewy Body Disease,2,Gene
CNR1 gene,Substance Use Disorders,2,Gene
GRP Gene,Spinal Cord Diseases,2,Gene
CP Gene,CNS disorder,2,Gene
FKBP1A Gene,Lewy Body Disease,2,Gene
PNP wt Allele,Depressive disorder,2,Gene
GRN Gene,Feline urological syndrome,2,Gene
CTNND1 Gene,Spinal Cord Diseases,2,Gene
SLC6A3 Gene,Sensitization (disorder),2,Gene
TYROBP wt Allele,Functional disorder,2,Gene
ADRA2A Gene,Spinal Cord Diseases,2,Gene
LRP2 wt Allele,Dystonia Disorders,2,Gene
PHGDH wt Allele,Chorea Acanthocytosis Syndrome,2,Gene
GPER1 gene,Myeloproliferative Syndrome, Transient,2,Gene
AKR1A1 wt Allele,Neurodegenerative Disorders,2,Gene
CSPG4 Gene,Disorder nervous system,2,Gene
Alleles,Lysosomal Storage Diseases,2,Gene
MTR wt Allele,Parkinsonian Disorders,2,Gene
FOXM1 wt Allele,cortex bone disorders,2,Gene
EPHB1 Gene,Lung diseases,2,Gene
CD47 Gene,Neurotoxicity Syndromes,2,Gene
LEPR wt Allele,Werner Syndrome,2,Gene
CD40LG wt Allele,Psychotic Disorders,2,Gene
MME Gene,Nose Diseases,2,Gene
LEPR Gene,Functional disorder,2,Gene
CD69 wt Allele,Restless Legs Syndrome,2,Gene
CUL3 Gene,Autism Spectrum Disorders,2,Gene
SET Gene,Huntington Disease,2,Gene
GPI Gene,Prion Diseases,2,Gene
Tumor Necrosis Factor-alpha,Alcohol withdrawal syndrome,2,Gene
GRM1 wt Allele,Iodine deficiency syndrome,2,Gene
APC wt Allele,Functional disorder,2,Gene
SHH Gene,cortex bone disorders,2,Gene
AMH Gene,Ovarian Diseases,2,Gene
CDKN1C wt Allele,Williams Syndrome,2,Gene
CDK5R1 wt Allele,Iodine deficiency syndrome,2,Gene
ENO2 wt Allele,Pili torti-deafness syndrome,2,Gene
E2F1 Gene,Delirium, Dementia, Amnestic, Cognitive Disorders,2,Gene
MAPK3 wt Allele,Parkinson Disease,2,Gene
SOD1 gene,Huntington Disease,2,Gene
Epidermal Growth Factor,Retinal Diseases,2,Gene
PGR wt Allele,Williams Syndrome,2,Gene
CARD8 wt Allele,Syndrome,2,Gene
ACAT1 gene,Alzheimer's Disease,2,Gene
NR4A3 wt Allele,Lewy Body Disease,2,Gene
FAM49B wt Allele,Mild cognitive disorder,2,Gene
PNP Gene,Depressive disorder,2,Gene
CCL5 wt Allele,Meleda Disease,2,Gene
CX3CL1 Gene,Neurodevelopmental disorder,2,Gene
TNF Gene,Nail-Patella Syndrome,2,Gene
FST wt Allele,Fragile X Syndrome,2,Gene
F9 wt Allele,Neurodegenerative Disorders,2,Gene
CD4 Gene,Demyelinating Diseases,2,Gene
CARD8 wt Allele,Mood Disorders,2,Gene
PLOD1 gene,Functional disorder,2,Gene
HOXA10 wt Allele,Spinal Cord Diseases,2,Gene
FLT4 wt Allele,Spinal Cord Diseases,2,Gene
FABP3 Gene,Alzheimer's Disease,2,Gene
SCTR wt Allele,Alzheimer's Disease,2,Gene
NOX4 Gene,Hypertensive disease,2,Gene
CREB1 wt Allele,Cognition Disorders,2,Gene
APP gene,Melkersson-Rosenthal Syndrome,2,Gene
FGFR3 gene,Lewy Body Disease,2,Gene
REN Gene,Disease of thymus gland,2,Gene
UNC119 Gene,Retinal Diseases,2,Gene
HCRT Gene,Substance Use Disorders,2,Gene
Genes, Reporter,Disorder nervous system,2,Gene
ROS1 wt Allele,Disorder of pineal gland,2,Gene
GRP Gene,CNS disorder,2,Gene
Wild Type,Rabies (disorder),2,Gene
TIMP1 Gene,Kartagener Syndrome,2,Gene
NDOR1 Gene,Alzheimer's Disease,2,Gene
CCR2 gene,Central Nervous System Viral Diseases,2,Gene
MTOR Gene,Fragile X Syndrome,2,Gene
CD69 wt Allele,Lung diseases,2,Gene
Exome,Ataxia as late effect of cerebrovascular disease,2,Gene
Chloramphenicol O-Acetyltransferase,Hypertrophic disorder of skin, unspecified,2,Gene
HTT gene,Down Syndrome,2,Gene
NBN Gene,Nicolaides Baraitser syndrome,2,Gene
IDS wt Allele,Syndrome,2,Gene
CD69 wt Allele,Meningeal disorder,2,Gene
KNG1 Gene,Migraine Disorders,2,Gene
LITAF gene,Movement Disorders,2,Gene
RET wt Allele,Syndrome,2,Gene
ENG wt Allele,Virus Diseases,2,Gene
CARD8 Gene,neuropathology disease,2,Gene
ETV3 Gene,Sensitization (disorder),2,Gene
HSPA5 wt Allele,Hypertensive disease,2,Gene
SCG2 Gene,Colonic Diseases,2,Gene
BDNF Gene,Liver diseases,2,Gene
REG3A wt Allele,cortex bone disorders,2,Gene
PODXL wt Allele,Syndrome,2,Gene
SNCA gene,Spinal Cord Diseases,2,Gene
BRD4 wt Allele,Autistic Disorder,2,Gene
GNRH1 Gene,Syndrome,2,Gene
ABCB1 wt Allele,Neurodegenerative Disorders,2,Gene
Chromosomes, Human, Pair 22,Shprintzen syndrome,2,Gene
BID Gene,Neurotoxicity Syndromes,2,Gene
ATM gene,Functional disorder,2,Gene
Plasmids,DISORDERS OF THE OPTIC NERVE,2,Gene
SOD2 Gene,Alzheimer's Disease,2,Gene
NOTCH3 wt Allele,Functional disorder,2,Gene
TERC wt Allele,Noonan Syndrome,2,Gene
Clustered Regularly Interspaced Short Palindromic Repeats,Brain Diseases,2,Gene
Receptor Gene,Major Depressive Disorder,2,Gene
NRG1 Gene,Alzheimer's Disease,2,Gene
IRF6 wt Allele,Communicable Diseases,2,Gene
FOS wt Allele,Spinal Cord Diseases,2,Gene
CD55 wt Allele,Demyelinating Diseases,2,Gene
SYP Gene,Parkinson Disease,2,Gene
PSME3 wt Allele,Pituitary Diseases,2,Gene
ATF6 Gene,Huntington Disease,2,Gene
CREBBP Gene,cortex bone disorders,2,Gene
S100A9 wt Allele,Depressive disorder,2,Gene
Receptor Gene,Mood Disorders,2,Gene
BACE1 Gene,Lewy Body Disease,2,Gene
PRNP gene,Ataxia as late effect of cerebrovascular disease,2,Gene
S100A10 Gene,Major Depressive Disorder,2,Gene
RB1 wt Allele,Down Syndrome,2,Gene
Transgenes,Pancreatic Diseases,2,Gene
CCL2 Gene,Disease Progression,2,Gene
DRD2 Gene,Neurotoxicity Syndromes,2,Gene
EPO Gene,Autistic Disorder,2,Gene
RICTOR Gene,Functional disorder,2,Gene
Retinoic Acid Response Element,22q13.3 Deletion Syndrome,2,Gene
HDC Gene,Retinal Diseases,2,Gene
RELN Gene,Corneal Diseases,2,Gene
PYCARD wt Allele,Alzheimer's Disease,2,Gene
CA9 Gene,Disease Progression,2,Gene
IKBKG gene,Immunologic Deficiency Syndromes,2,Gene
TACR1 Gene,Depressive disorder,2,Gene
GNAI1 wt Allele,Functional disorder,2,Gene
CD69 wt Allele,Congenital heart disease,2,Gene
BSG wt Allele,Down Syndrome,2,Gene
C9orf72 Gene,Ataxia as late effect of cerebrovascular disease,2,Gene
ST13 wt Allele,cortex bone disorders,2,Gene
NR4A3 wt Allele,Alzheimer's Disease,2,Gene
PIK3CA wt Allele,Autistic Disorder,2,Gene
CST3 Gene,Neurodegenerative Disorders,2,Gene
CDK5R1 Gene,Marfan Syndrome,2,Gene
HSF1 Gene,Neurotoxicity Syndromes,2,Gene
FASTK Gene,Delirium, Dementia, Amnestic, Cognitive Disorders,2,Gene
CD2AP Gene,Depressive disorder,2,Gene
ABL2 Gene,Gardner Syndrome,2,Gene
MYCBP2 wt Allele,Alzheimer's Disease,2,Gene
HLA-DQA1 wt Allele,Peripheral Arterial Diseases,2,Gene
BAIAP2 Gene,Attention deficit hyperactivity disorder,2,Gene
SST Gene,Parkinson Disease,2,Gene
AGER Gene,Neurodegenerative Disorders,2,Gene
IGBP1 Gene,Syndrome,2,Gene
THY1 wt Allele,Hamartoma Syndrome, Multiple,2,Gene
SIL1 Gene,Neurodegenerative Disorders,2,Gene
F3 Gene,Functional disorder,2,Gene
AHSG Gene,Disorder nervous system,2,Gene
Transgenes,Disorder nervous system,2,Gene
Long Interspersed Element,Attention deficit hyperactivity disorder,2,Gene
DNMT1 wt Allele,cortex bone disorders,2,Gene
SLC6A3 wt Allele,Mild cognitive disorder,2,Gene
RHOC wt Allele,Niemann-Pick Disease, Type C,2,Gene
PAK1 Gene,Down Syndrome,2,Gene
SOD1 gene,Degenerative disorder,2,Gene
CUX1 wt Allele,Virus Diseases,2,Gene
