concept,disease,appearTimes,conceptClass
Pontine structure,Hypertrophic disorder of skin, unspecified,1,Region
Hindbrain,Renal glomerular disease,1,Region
Cortex, Primary Motor,Celiac Disease,1,Region
Cerebral cortex,Temporomandibular Joint Dysfunction Syndrome,1,Region
Olivocerebellar fibers,Retinal Diseases,1,Region
Cerebral cortex,Motor speech disorder,1,Region
Neostriatum,Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues,1,Region
Entire midbrain,Herpes zoster disease,1,Region
Motor Cortex,Pervasive Development Disorder,1,Region
Hypothalamic structure,Melkersson-Rosenthal Syndrome,1,Region
Lingual gyrus,Psychotic Disorders,1,Region
Inferior olivary nucleus,DISORDERS OF THE OPTIC NERVE,1,Region
Lateral habenular nucleus,Temporomandibular Joint Disorders,1,Region
Metencephalon,Migraine Disorders,1,Region
Lateral ventricle structure,CNS disorder,1,Region
Dorsal Septal Nucleus,Prune Belly Syndrome,1,Region
Entire hypothalamus,Sleep Disorders,1,Region
Cerebrum,Sequela of disorder,1,Region
Olfactory Cortex,Retinal Diseases,1,Region
CA1 field,Meconium Aspiration Syndrome,1,Region
Habenular Nucleus,Major Depressive Disorder,1,Region
Prefrontal Cortex,Irritable Bowel Syndrome,1,Region
precerebellar nuclei,Hamartoma Syndrome, Multiple,1,Region
Structure of trigeminal nerve spinal tract nucleus,Vasodilation disorder,1,Region
Midbrain structure,Sequela of disorder,1,Region
Structure of supramammillary nucleus,Gilles de la Tourette syndrome,1,Region
Structure of superior cerebellar peduncle,Herpes zoster disease,1,Region
Brain White Matter,Sequela of disorder,1,Region
Tectopontine fibers,neuropathology disease,1,Region
Corpus Callosum,Nicolaides Baraitser syndrome,1,Region
Ependyma,Acute infectious disease,1,Region
Entire brainstem,Chronic Fatigue Syndrome,1,Region
Entire hypophysial stalk,Herpes zoster disease,1,Region
Basal Ganglia,Mood Disorders,1,Region
Structure of locus ceruleus,Autonomic nervous system disorders,1,Region
BRAIN, HIPPOCAMPUS,Alcoholic Liver Diseases,1,Region
Structure of prerubral area,Depressive disorder,1,Region
Corpus striatum structure,Bloom Syndrome,1,Region
Cerebellum,Alcohol use disorder,1,Region
External capsule,Huntington Disease,1,Region
Structure of gyrus ambiens,Mild cognitive disorder,1,Region
Area striata structure,Neurotoxicity Syndromes,1,Region
Medial Dorsal Nucleus,Language Disorders,1,Region
Dorsal Septal Nucleus,Hirschsprung Disease,1,Region
Tectospinal tract of medulla,Tay-Sachs Disease,1,Region
Anteroventral cochlear nucleus,Disease Progression,1,Region
Structure of locus ceruleus,Syndrome,1,Region
Medial Dorsal Nucleus,Renal glomerular disease,1,Region
Cerebrum,Meningeal disorder,1,Region
Structure of hippocampal fissure,Brain Diseases,1,Region
Entire periaqueductal gray matter,Vasodilation disorder,1,Region
Nucleus of anterior commissure,Brain Diseases,1,Region
Corpus Callosum,Cholestasis-edema syndrome, Norwegian type,1,Region
Temporal Lobe,Alpers' Disease,1,Region
Ventral premammillary nucleus,cortex bone disorders,1,Region
CA2 field,Stiff-Person Syndrome,1,Region
Submedial Nucleus,Retinal Diseases,1,Region
Vestibular Nerve,Nose Diseases,1,Region
Right inferior occipitofrontal fasciculus,Obsessive-Compulsive Disorder,1,Region
Structure of mammillotegmental tract of hypothalamus,Hashimoto Disease,1,Region
Paracentral sulcus,Syndrome,1,Region
Planum polare (PP),Functional disorder,1,Region
Marginal Sulcus,Hereditary Neurodegenerative Disorder,1,Region
Olfactory Cortex,Functional disorder,1,Region
Cortex, Primary Motor,Migraine Disorders,1,Region
Posterior cerebral commissure,Cerebellar Diseases,1,Region
Lateral ventricle structure,Autism Spectrum Disorders,1,Region
Structure of nucleus infundibularis hypothalami,Uterine Diseases,1,Region
Entire medulla oblongata,Renal tubular disorder,1,Region
Structure of suprachiasmatic nucleus,Peripheral Arterial Diseases,1,Region
Triangular Septal Nucleus,Williams Syndrome,1,Region
Entire cerebellum,Autistic Disorder,1,Region
Occipital gyrus,Asperger Syndrome,1,Region
Structure of putamen,Neurotoxicity Syndromes,1,Region
Anterodorsal nucleus of thalamus,Language Disorders,1,Region
CA2 field,Cyclical vomiting syndrome (disorder),1,Region
Cerebellar cortex structure,Renal glomerular disease,1,Region
Structure of medial mammillary nucleus,Retinal Diseases,1,Region
Hypothalamic structure,Rare Diseases,1,Region
Cerebral hemisphere structure (body structure),Peroxisomal Disorders,1,Region
Central gray substance of midbrain,Mixed anxiety and depressive disorder,1,Region
Structure of tegmental portion of pons,Paramyotonia congenita (disorder),1,Region
Structure of superior central nucleus of pons,Liver diseases,1,Region
Basal Nucleus of Meynert,Tic disorder,1,Region
Parietal Lobe,Anxiety Disorders,1,Region
CA3 field,Sequela of disorder,1,Region
Globus Pallidus,Syndrome, Bloch-Sulzberger,1,Region
central amygdalar nucleus,Aicardi's syndrome,1,Region
Lobe, Frontal,Salivary Gland Diseases,1,Region
Structure of piriform area,Recurrent disease,1,Region
Cerebellum,Gaucher Disease,1,Region
Structure of supracallosal gyrus,cortex bone disorders,1,Region
Tectoreticular fibers,Spinal Cord Diseases,1,Region
Parolfactory area structure (body structure),Spastic syndrome,1,Region
Parahippocampal Gyrus,Lewy Body Disease,1,Region
Habenula,Sequela of disorder,1,Region
Premotor cortex,Tic disorder,1,Region
Nuclei, Raphe,Brain Diseases,1,Region
Structure of commissure of superior colliculus,Congenital secretory diarrhea, sodium type (disorder),1,Region
Hypothalamic structure,Cornelia De Lange Syndrome,1,Region
Vestibular nucleus structure,Syndrome,1,Region
Purkinje cell antibody,Cerebellar Diseases,1,Region
Lobe, Frontal,Impulse Control Disorders,1,Region
Structure of optic recess of third ventricle,Pituitary Diseases,1,Region
Anteroventral Thalamic Nucleus,Functional disorder,1,Region
Structure of habenulopeduncular tract,Pervasive Development Disorder,1,Region
Stria medullaris,Cockayne Syndrome,1,Region
Cerebellar cortex structure,Demyelinating Diseases,1,Region
Lateral posterior nucleus of thalamus,Hashimoto Disease,1,Region
Lateral tuberal nuclei,Adult Fanconi syndrome,1,Region
Structure of gyrus rectus,Disorder nervous system,1,Region
Structure of terminal stria nuclei of preoptic region,Neurotoxicity Syndromes,1,Region
Median eminence of hypothalamus,Meckel syndrome type 1,1,Region
Basal Forebrain,Attention Deficit Disorder,1,Region
Superior paraolivary nucleus,cortex bone disorders,1,Region
Amygdaloid structure,Van der Woude syndrome,1,Region
lateral amygdalar nucleus,Disease Progression,1,Region
Prosencephalon,Sudden infant death syndrome,1,Region
Reuniens Thalamic Nucleus,Disorder of pineal gland,1,Region
Pedunculopontine Tegmental Nucleus,Sequela of disorder,1,Region
Entire medulla oblongata,Disease Progression,1,Region
lateral amygdalar nucleus,Neurotoxicity Syndromes,1,Region
Flocculus,DISORDERS OF THE OPTIC NERVE,1,Region
Brain White Matter,Disease Progression,1,Region
Brain Stem,Tracheal Diseases,1,Region
Brain Gray Matter,Functional disorder,1,Region
Lateral olfactory striae,DISORDERS OF THE OPTIC NERVE,1,Region
Nucleus of anterior commissure,Gardner Syndrome,1,Region
Structure of tectobulbar tract,Sweet Syndrome,1,Region
Somatosensory Cortex,Prune Belly Syndrome,1,Region
Thalamic structure,Bradyarrhythmia (disorder),1,Region
Structure of cingulum,Parkinson Disease,1,Region
Pituitary Gland,Feline urological syndrome,1,Region
Pyramidal Cells,Vasodilation disorder,1,Region
CA3 field,Hyposmolality syndrome,1,Region
Intermediate periventricular nucleus,Herpes zoster disease,1,Region
Nucleus solitarius,Binge eating disorder,1,Region
Caudate nucleus structure,Autonomic nervous system disorders,1,Region
Genus Hippocampus,Behavioral syndrome associated with physiological disturbance and physical factors,1,Region
Amygdaloid structure,Adrenal Cushing's syndrome,1,Region
CA1 field,Disorders, Mental,1,Region
Structure of nucleus prepositus,Diseases of inner ear,1,Region
Anterior Nuclear Group,Stereotypic Movement Disorder,1,Region
Structure of median forebrain bundle,Retinal Diseases,1,Region
Entire thalamus,Functional disorder,1,Region
Rostrotemporal auditory area,Mucocutaneous Lymph Node Syndrome,1,Region
Diagonal Band of Broca,Testicular Diseases,1,Region
Structure of forceps minor,Somatoform pain disorder,1,Region
Purkinje Cells,Diseases of inner ear,1,Region
Structure of vestibulospinal tract,Sensorineural hearing loss (disorder),1,Region
Midbrain nucleus,Spinal Cord Diseases,1,Region
Dorsal Septal Nucleus,DiGeorge Syndrome,1,Region
Frontal operculum,Syndrome,1,Region
Diagonal Band of Broca,Retinal Diseases,1,Region
Structure of hippocampal fissure,Pili torti-deafness syndrome,1,Region
Posterior Thalamic Nuclei,Depressive disorder,1,Region
Rhinencephalon structure,Kallmann Syndrome,1,Region
Structure of hippocampal fissure,Ataxia as late effect of cerebrovascular disease,1,Region
Cerebral hemisphere structure (body structure),Chronic infectious disease,1,Region
Orbitofrontal cortex,Skin endocrine disorder,1,Region
Neocortex,Shy-Drager Syndrome,1,Region
CA3 field,Developmental delay (disorder),1,Region
Insula of Reil,other psychiatric disorders,1,Region
Anterodorsal nucleus of thalamus,Sequela of disorder,1,Region
Olfactory Nerve,Peripheral Arterial Diseases,1,Region
Red nucleus structure,Depressive disorder,1,Region
Pineal gland,Down Syndrome,1,Region
Right inferior frontal gyrus,Fetal Alcohol Syndrome,1,Region
Cerebellum,Salivary Gland Diseases,1,Region
Hypothalamic structure,McCune-Albright Syndrome,1,Region
Sensorimotor Cortex,Movement Disorders,1,Region
Planum polare (PP),Colonic Diseases,1,Region
Genus Hippocampus,Attention deficit hyperactivity disorder,1,Region
Left primary motor cortex,Spinal Cord Diseases,1,Region
Trigeminal nerve motor nucleus,Neurotoxicity Syndromes,1,Region
Structure of subcommissural organ,Spinal Cord Diseases,1,Region
Solitary tract,Popliteal pterygium syndrome,1,Region
Lateral occipital gyrus,Bipolar Disorder,1,Region
mossy fiber,Russell-Silver syndrome,1,Region
Left inferior frontal gyrus,Fetal Alcohol Syndrome,1,Region
Pedunculopontine Tegmental Nucleus,Virus Diseases,1,Region
Structure of supramammillary nucleus,Temporomandibular Joint Disorders,1,Region
Corpus Callosum,Premenstrual syndrome,1,Region
Lateral Dorsal Nucleus,Syndrome,1,Region
Posterior Hypothalamic Region,Retinal Diseases,1,Region
Structure of nucleus prepositus,TRAPS - TNF receptor-associated periodic fever syndrome,1,Region
Structure of rubrospinal tract,Gilles de la Tourette syndrome,1,Region
Structure of anterior commissure,Seasonal Affective Disorder,1,Region
Ventral Tegmental Area,Down Syndrome,1,Region
Neocortex,Fetal Alcohol Spectrum Disorders,1,Region
Nucleus Accumbens,Reactive Attachment Disorder,1,Region
Pars Compacta,Dystonia Disorders,1,Region
Cerebellar flocculus,Functional disorder,1,Region
Anterodorsal nucleus of thalamus,Dementia due to Alzheimer's disease (disorder),1,Region
Gonadotrophs,Functional disorder,1,Region
Parietal Lobe,Idiopathic pneumonia syndrome,1,Region
Structure of rubrospinal tract,Stress Disorders, Traumatic,1,Region
Structure of subiculum hippocampi,Pituitary Diseases,1,Region
Substantia nigra structure,Major Depressive Disorder,1,Region
Entire caudate nucleus,Sturge-Weber Syndrome,1,Region
Anterior Nuclear Group,Autistic Disorder,1,Region
Lateral habenular nucleus,Alzheimer's Disease,1,Region
Structure of diencephalon,Neurotoxicity Syndromes,1,Region
Purkinje Cells,Sick Sinus Syndrome,1,Region
Auditory pathway structure,Spinal Cord Diseases,1,Region
Structure of dorsomedial hypothalamic nucleus,Rabies (disorder),1,Region
Prosencephalon,Gilles de la Tourette syndrome,1,Region
Central insular sulcus,Lesch-Nyhan Syndrome,1,Region
Ventral Posterolateral Nucleus,Prune Belly Syndrome,1,Region
Pars Compacta,Hypopigmentation disorder,1,Region
Corpus Callosum,Pituitary Diseases,1,Region
Hypothalamic Area, Lateral,Renal glomerular disease,1,Region
Bundle, Predorsal,Articulation Disorders,1,Region
Cerebral hemisphere structure (body structure),Ataxia as late effect of cerebrovascular disease,1,Region
CA1 field,Attention deficit hyperactivity disorder,1,Region
Entire limbic system,Motor Neuron Disease,1,Region
Entire substantia nigra,Neurotoxicity Syndromes,1,Region
Complex, Superior Olivary,Alzheimer's Disease,1,Region
Corpus Callosum,Hypertrophic disorder of skin, unspecified,1,Region
Cortex of left insula,Autism Spectrum Disorders,1,Region
Cerebellum,Paraneoplastic Syndromes, Nervous System,1,Region
Cortex of right cerebral hemisphere,cortex bone disorders,1,Region
Auditory area,Landau-Kleffner Syndrome,1,Region
Entire substantia nigra,Shwachman syndrome,1,Region
Nucleus fastigii,Nystagmus associated with disorder of the vestibular system,1,Region
Premotor cortex,Parkinson Disease,1,Region
Anterodorsal nucleus of thalamus,Camurati-Engelmann Syndrome,1,Region
Midbrain Raphe Nuclei,Functional disorder,1,Region
Paracentral Thalamic Nucleus,Papillon-Lefevre Disease,1,Region
Fornix, Brain,Spinal Cord Diseases,1,Region
Amygdaloid structure,Vasodilation disorder,1,Region
Neostriatum,Drug effect disorder,1,Region
Thalamic structure,Mesulam Syndrome,1,Region
Right precentral gyrus,Pervasive Development Disorder,1,Region
Gigantocellular nucleus,Chronic myeloproliferative disorder,1,Region
Dorsal Nucleus Raphe,Syndrome,1,Region
Corticotroph,Herpes zoster disease,1,Region
Dentate nucleus,Hypertrophic disorder of skin, unspecified,1,Region
Cerebral white matter structure,Creutzfeldt-Jakob Disease, Sporadic,1,Region
Structure of diencephalon,CNS disorder,1,Region
Cerebellum,Timothy syndrome,1,Region
Structure of middle temporal gyrus,Seasonal Affective Disorder,1,Region
Brain Gray Matter,Major Depressive Disorder,1,Region
Midbrain structure,Impulse Control Disorders,1,Region
Genus Hippocampus,Disease of thymus gland,1,Region
Nucleus of anterior commissure,Disease Progression,1,Region
Olfactory tract,Camurati-Engelmann Syndrome,1,Region
Cerebral cortex,Phobic anxiety disorder,1,Region
Genus Hippocampus,Chimera (disorder),1,Region
Corpus Callosum,Tarsal carpal coalition syndrome,1,Region
Ventral Anterior Thalamic Nucleus,motor disorder,1,Region
Olfactory gyrus,Functional disorder,1,Region
Telencephalon,Laryngeal Diseases,1,Region
Ventral Tegmental Area,Hashimoto Disease,1,Region
Prosencephalon,Mohr-Tranebjaerg syndrome,1,Region
Basal Ganglia,Chronic Fatigue Syndrome,1,Region
Gonadotrophs,Klinefelter Syndrome,1,Region
Structure of endopeduncular nucleus,Chronic infectious disease,1,Region
Parietal gyrus structure,Obsessive-Compulsive Disorder,1,Region
CA2 field,Brain Diseases,1,Region
Structure of locus ceruleus,Sturge-Weber Syndrome,1,Region
Structure of dentate gyrus,Sensitization (disorder),1,Region
Genus Hippocampus,Burnett Schwartz Berberian syndrome,1,Region
Gyrus Cinguli,Huntington Disease,1,Region
Cerebellum,Deglutition Disorders,1,Region
Entire parahippocampal gyrus,neuropathology disease,1,Region
Temporal Lobe,Vascular Diseases,1,Region
Purkinje Cells,Nystagmus associated with disorder of the vestibular system,1,Region
Basal Ganglia,Speech Disorders,1,Region
Structure of optic radiation,Alzheimer's Disease,1,Region
Purkinje Cells,Neoplastic disease,1,Region
Hypothalamic structure,Herpes zoster disease,1,Region
Internal capsule of brain,Inclusion body myositis (disorder),1,Region
Telencephalon,Minamata Disease,1,Region
Caudate nucleus structure,Chorea Acanthocytosis Syndrome,1,Region
Structure of reticular formation of medulla oblongata,cortex bone disorders,1,Region
Structure of dorsomedial hypothalamic nucleus,Anxiety Disorders,1,Region
Basal Ganglia,Nicotine Use Disorder,1,Region
Structure of nucleus gracilis,Eosinophilic disorder,1,Region
Substantia nigra structure,Behavioral syndrome associated with physiological disturbance and physical factors,1,Region
Basal Nucleus of Meynert,Down Syndrome,1,Region
Pituitary cell,Spinal Cord Diseases,1,Region
Pyramidal Cells,Hereditary Neurodegenerative Disorder,1,Region
Cerebral cortex,Wiskott-Aldrich Syndrome,1,Region
Nucleus of Lateral Olfactory Tract,Functional disorder,1,Region
Right putamen,cortex bone disorders,1,Region
Pontine nuclei,Anxiety Disorders,1,Region
Structure of prerubral area,Saethre-Chotzen Syndrome,1,Region
Substantia nigra structure,Parkinson Disease, Postencephalitic,1,Region
Brain Stem,Renal vascular disorder,1,Region
Cerebellum,Polycystic Ovary Syndrome,1,Region
Cerebellar cortex structure,Hypertrophic disorder of skin, unspecified,1,Region
Entire medulla oblongata,neuropathology disease,1,Region
Corpus Callosum,Bipolar I disorder,1,Region
Structure of subthalamic nucleus,Chronic pelvic inflammatory disease of the female pelvic organs AND/OR tissues,1,Region
Thalamic structure,CNS disorder,1,Region
Hypothalamic Area, Lateral,Autonomic nervous system disorders,1,Region
Nucleus, Anterior Olfactory,Disease Progression,1,Region
Optic tract structure,Hamartoma Syndrome, Multiple,1,Region
Paracentral sulcus,cortex bone disorders,1,Region
Entire medulla oblongata,Neurodegenerative Disorders,1,Region
Basal Nucleus of Meynert,Brain Diseases,1,Region
Left precentral gyrus,cortex bone disorders,1,Region
Thalamic structure,Syndrome, Bloch-Sulzberger,1,Region
Prosencephalon,Thyroid Diseases,1,Region
Corpus Callosum,Susac Syndrome,1,Region
Anterodorsal nucleus of thalamus,Glycogen storage disease type II,1,Region
Nucleus solitarius,CNS disorder,1,Region
Entire olivary body,Hypertrophic disorder of skin, unspecified,1,Region
Corpus Callosum,Shy-Drager Syndrome,1,Region
Structure of suprachiasmatic nucleus,Acquired Immunodeficiency Syndrome,1,Region
Metencephalon,Phantom limb syndrome,1,Region
Structure of oculomotor nerve central caudal nucleus,Anophthalmia Waardenburg syndrome,1,Region
Cochlear outer hair cell,Hashimoto Disease,1,Region
Posterior Hypothalamic Region,Sotos' syndrome,1,Region
Thalamic structure,Hashimoto Disease,1,Region
Entire medulla oblongata,Horner Syndrome,1,Region
Neostriatum,Cyclical vomiting syndrome (disorder),1,Region
Lateral ventricle structure,Depressive disorder,1,Region
Purkinje Cells,Polycystic Kidney Diseases,1,Region
Substantia nigra structure,Meconium Aspiration Syndrome,1,Region
Set of basolateral nuclei of amygdala,Hypertensive disease,1,Region
Structure of Forel's H2 bundle,Retinal Diseases,1,Region
Cerebral Ventricles,X-linked hydrocephalus syndrome,1,Region
Structure of gyrus ambiens,Antisocial Personality Disorder,1,Region
Ventral Tegmental Area,Vasodilation disorder,1,Region
Organ of Corti structure,Saethre-Chotzen Syndrome,1,Region
Brain White Matter,Cerebral Small Vessel Diseases,1,Region
Prefrontal Cortex,Schizoaffective Disorder,1,Region
Diagonal Band of Broca,Huntington Disease,1,Region
Superior salivatory nucleus,Spinal Cord Diseases,1,Region
Cerebral cortex,Nicolaides Baraitser syndrome,1,Region
Ventral Striatum,Disorders, Mental,1,Region
Medial Dorsal Nucleus,Functional disorder,1,Region
Preoptic Areas,Drug effect disorder,1,Region
Linear nucleus,Disorder of pineal gland,1,Region
Cerebellar folium,Lhermitte-Duclos disease,1,Region
Olfactory tubercle,Depressive disorder,1,Region
Epithalamic structure,Retinal Diseases,1,Region
Callosal sulcus,Functional disorder,1,Region
Structure of reticular formation of medulla oblongata,Sudden infant death syndrome,1,Region
Structure of angular gyrus,Gilles de la Tourette syndrome,1,Region
Nucleus, Principal Pretectal,neuropathology disease,1,Region
Basal Ganglia,DISORDERS OF THE OPTIC NERVE,1,Region
Right parahippocampal gyrus,Panic Disorder,1,Region
Nucleus of Ansa Lenticularis,Hereditary Diseases,1,Region
Entire posterior limb of internal capsule,Spinal Cord Diseases,1,Region
Bundle, Predorsal,Niemann-Pick Disease, Type C,1,Region
Visual Cortex,Down Syndrome,1,Region
Auditory area,Autism Spectrum Disorders,1,Region
Structure of thalamic reticular nucleus,Down Syndrome,1,Region
Red nucleus structure,Disease Progression,1,Region
Cingulate Cortex,Rett Syndrome,1,Region
Entire hippocampus,Hamartoma Syndrome, Multiple,1,Region
Oculomotor nucleus,Parkinson Disease,1,Region
Medial Dorsal Nucleus,Syndrome, Bloch-Sulzberger,1,Region
Right precentral gyrus,Bipolar Disorder,1,Region
Structure of supramammillary nucleus,Pigment dispersion syndrome (disorder),1,Region
Temporal Lobe,Mood Disorders,1,Region
Mammillary body structure,CNS disorder,1,Region
Nucleus, Anterior Olfactory,Renal glomerular disease,1,Region
BRAIN, HIPPOCAMPUS,Cerebral Small Vessel Diseases,1,Region
Cochlear Nerve,Neoplastic disease,1,Region
Inferior frontal gyrus,Huntington Disease,1,Region
Anterodorsal nucleus of thalamus,Hereditary Diseases,1,Region
Structure of supramammillary nucleus,Neurodegenerative Disorders,1,Region
Limbic lobe,Chromosome 11p11.2 Deletion Syndrome,1,Region
lateral amygdalar nucleus,Psychotic Disorders,1,Region
Accessory cuneate nucleus,Eosinophilic disorder,1,Region
Nucleus of Lateral Olfactory Tract,Alzheimer's Disease,1,Region
Neocortex,Motor Neuron Disease,1,Region
Planum temporale (PT),Oppositional Defiant Disorder,1,Region
Structure of subthalamic nucleus,Sudden infant death syndrome,1,Region
Corpus Callosum,Disorders, Mental,1,Region
Reticular Formation,Hashimoto Disease,1,Region
Parietal operculum cortex (PO),Myeloproliferative Syndrome, Transient,1,Region
Structure of central sulcus,motor disorder,1,Region
Structure of median forebrain bundle,Major Depressive Disorder,1,Region
Telencephalon,Feline urological syndrome,1,Region
Motor Cortex,Autism Spectrum Disorders,1,Region
Structure of genu of corpus callosum,DISORDERS OF THE OPTIC NERVE,1,Region
Cerebral hemisphere structure (body structure),Narcolepsy-Cataplexy Syndrome,1,Region
Entire substantia nigra,Functional disorder,1,Region
Structure of paraventricular nucleus of thalamus,Attention deficit hyperactivity disorder,1,Region
Bundle, Predorsal,Mood Disorders,1,Region
Structure of longitudinal cerebral fissure,Neurotoxicity Syndromes,1,Region
Structure of spiral ganglion,Auditory neuropathy spectrum disorder,1,Region
Rostrotemporal auditory area,Creutzfeldt-Jakob Disease, Sporadic,1,Region
Precentral gyrus,Fragile X Syndrome,1,Region
Papez circuit,Alzheimer's Disease,1,Region
Brodmann area 18,Turner Syndrome,1,Region
Neostriatum,Cognition Disorders,1,Region
Entire internal capsule of brain,Motor Neuron Disease,1,Region
Entire superior frontal gyrus,Lewy Body Disease,1,Region
Hypothalamohypophysial tract,Pituitary Diseases,1,Region
Brain Stem,Anxiety Disorders,1,Region
Brain Stem,Meningeal disorder,1,Region
Temporal Lobe,Sequela of disorder,1,Region
Hypothalamic Area, Lateral,Neurotoxicity Syndromes,1,Region
Right inferior frontal gyrus,Dyskinetic syndrome,1,Region
Ventral premammillary nucleus,Mitral Valve Prolapse Syndrome,1,Region
Cerebral cortex,Lennox-Gastaut syndrome,1,Region
Posterior cerebral commissure,Nail-Patella Syndrome,1,Region
Lobe, Frontal,Attention Deficit Disorder,1,Region
Cerebral Ventricles,Lung diseases,1,Region
Structure of purkinje cell layer of cerebellar cortex,Spinal Cord Diseases,1,Region
BRAIN, HIPPOCAMPUS,Chronic inflammatory disorder,1,Region
Entire temporal lobe gyrus,Fragile X Syndrome,1,Region
Premotor area,Parkinsonian Disorders,1,Region
Medullary pyramid,Down Syndrome,1,Region
CA1 field,DiGeorge Syndrome,1,Region
LH Cells,Metabolic Diseases,1,Region
Lateral tuberal nuclei,Alzheimer's Disease,1,Region
Central nucleus of inferior colliculus,Ataxia as late effect of cerebrovascular disease,1,Region
Prefrontal Cortex,OTHER MENTAL DISORDERS,1,Region
Brodmann area 4,Functional disorder,1,Region
Internal capsule of brain,Fragile X Syndrome,1,Region
Anterodorsal nucleus of thalamus,Premature aging syndrome,1,Region
Bundle, Predorsal,Prion Diseases,1,Region
Medial lemniscus,Alzheimer's Disease,1,Region
Structure of cingulum,Generalized Anxiety Disorder,1,Region
Central nucleus of inferior colliculus,Autism Spectrum Disorders,1,Region
Amygdaloid structure,Borderline Personality Disorder,1,Region
Lateral ventricle structure,Pituitary Diseases,1,Region
Cerebral hemisphere structure (body structure),Nose Diseases,1,Region
Optic Chiasms,Hamartoma Syndrome, Multiple,1,Region
Auditory area,Alzheimer's Disease,1,Region
Neocortex,motor disorder,1,Region
Midbrain structure,Neurodevelopmental disorder,1,Region
Internal capsule of brain,Schizotypal Personality Disorder,1,Region
CA3 field,Acute infectious disease,1,Region
Entire Brodmann area 5, preparietal,Ataxia as late effect of cerebrovascular disease,1,Region
Ventral Tegmental Area,Neurodevelopmental disorder,1,Region
Linear nucleus,neuropathology disease,1,Region
Medulla Oblongata,Pyruvate Dehydrogenase Complex Deficiency Disease,1,Region
Cerebral hemisphere structure (body structure),Tumor Lysis Syndrome,1,Region
Olfactory Cortex,Diseases of inner ear,1,Region
Inferior olivary nucleus,Machado-Joseph Disease,1,Region
Interpeduncular nucleus,Mood Disorders,1,Region
Right inferior frontal gyrus,Depressive disorder,1,Region
Periamygdaloid Area,Pituitary Diseases,1,Region
Trigeminal nerve motor nucleus,Herpes zoster disease,1,Region
Dorsal nucleus of the lateral lemniscus,Spinal Cord Diseases,1,Region
Cerebral hemisphere structure (body structure),Coffin-Lowry syndrome,1,Region
Structure of locus ceruleus,Miosis (disorder),1,Region
Cerebrum,Ventricular dilatation (disorder),1,Region
Lobe, Frontal,Pili torti-deafness syndrome,1,Region
Pyramidal cell of precentral gyrus of cerebral hemisphere,Neurotoxicity Syndromes,1,Region
Temporal Lobe,Conjunctival Diseases,1,Region
Rostral interstitial nucleus of medial longitudinal fasciculus,Disease Progression,1,Region
Brodmann area 19,Autistic Disorder,1,Region
Superior temporal gyrus,Generalized Anxiety Disorder,1,Region
Cerebral hemisphere structure (body structure),Polycystic Ovary Syndrome,1,Region
Cerebral Peduncle,Drug withdrawal syndrome,1,Region
Genus Hippocampus,Pendred's syndrome,1,Region
Structure of nucleus infundibularis hypothalami,Disorders, Mental,1,Region
Paracentral Thalamic Nucleus,Iodine deficiency syndrome,1,Region
Entire substantia nigra,Nail-Patella Syndrome,1,Region
Ventral Tegmental Area,Anxiety Disorders,1,Region
Central Lateral Nucleus,Disorder nervous system,1,Region
Genus Hippocampus,Chronic granulomatous disease,1,Region
Pineal gland,Colonic Diseases,1,Region
Lateral posterior nucleus of thalamus,Obsessive-Compulsive Disorder,1,Region
mossy fiber,Neurotoxicity Syndromes,1,Region
Somatosensory Cortex,Brain Diseases,1,Region
Hypothalamic Area, Lateral,Testicular Diseases,1,Region
Thalamic structure,Alcoholic Liver Diseases,1,Region
mossy fiber,Greig cephalopolysyndactyly syndrome,1,Region
Metencephalon,Pituitary Diseases,1,Region
Genus Hippocampus,Sleep Disorders,1,Region
Nucleus of optic tract,Hamartoma Syndrome, Multiple,1,Region
Pyramidal Cells,Shy's disease,1,Region
Area striata structure,Contact lens overwear syndrome (disorder),1,Region
Occipitotemporal sulcus,cortex bone disorders,1,Region
Medial orbital gyrus,Bipolar Disorder,1,Region
Neostriatum,Shared Paranoid Disorder,1,Region
Medulla Oblongata,Lysosomal Storage Diseases,1,Region
intercalated amygdalar nuclei,Dyskinetic syndrome,1,Region
Structure of entorhinal cortex,Cognition Disorders,1,Region
Medulla Oblongata,Chimera (disorder),1,Region
Genus Hippocampus,CNS disorder,1,Region
Superior colliculus of corpora quadrigemina,Saethre-Chotzen Syndrome,1,Region
Callosal sulcus,Motor Neuron Disease, Lower,1,Region
Temporal lobe gyrus,Down Syndrome,1,Region
Oculomotor nucleus,Motor Neuron Disease,1,Region
Brain Stem,Cranial Nerve Diseases,1,Region
Midbrain structure,Hereditary Diseases,1,Region
Occipital lobe,Bipolar Disorder,1,Region
Structure of superior cerebellar peduncle,Functional disorder,1,Region
Mammillary nucleus of hypothalamus,Tay-Sachs Disease,1,Region
Structure of limitans nucleus,Diseases of inner ear,1,Region
Structure of optic radiation,Menkes Kinky Hair Syndrome,1,Region
lateral amygdalar nucleus,Liver diseases,1,Region
Brain Stem,Adams Oliver syndrome,1,Region
Red nucleus structure,Mild cognitive disorder,1,Region
Cerebellum,Autonomic nervous system disorders,1,Region
Basal Nucleus of Meynert,Autistic Disorder,1,Region
Genus Hippocampus,Drug withdrawal syndrome,1,Region
Midbrain structure,Substance Use Disorders,1,Region
